year,make,model,trany,rangeCity,rangeHwy,highway08
2010,Ford,F150 Pickup 4WD,Automatic 4-spd,0.0,0.0,18
2010,Ford,F150 Pickup 4WD,Automatic 6-spd,0.0,0.0,20
2010,Ford,Edge FWD,Automatic 6-spd,0.0,0.0,25
2010,Ford,Expedition 2WD FFV,Automatic 6-spd,0.0,0.0,20
2010,Ford,Explorer 2WD,Automatic 6-spd,0.0,0.0,21
2010,Ford,Explorer 2WD,Automatic 5-spd,0.0,0.0,20
2010,Ford,Flex FWD,Automatic 6-spd,0.0,0.0,24
2010,Ford,Edge AWD,Automatic 6-spd,0.0,0.0,23
2010,Ford,Explorer 4WD,Automatic 6-spd,0.0,0.0,19
2010,Ford,Explorer 4WD,Automatic 5-spd,0.0,0.0,19
2010,Ford,Flex AWD,Automatic 6-spd,0.0,0.0,22
2010,Ford,Flex AWD,Automatic (S6),0.0,0.0,22
2010,Ford,Focus FWD,Automatic 4-spd,0.0,0.0,34
2010,Ford,Focus FWD,Manual 5-spd,0.0,0.0,35
2010,Ford,Crown Victoria FFV,Automatic 4-spd,0.0,0.0,24
2010,Ford,Escape FWD,Automatic 6-spd,0.0,0.0,28
2010,Ford,Escape FWD,Manual 5-spd,0.0,0.0,28
2010,Ford,Escape FWD FFV,Automatic 6-spd,0.0,0.0,25
2010,Ford,Escape Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,31
2010,Ford,Escape 4WD,Automatic 6-spd,0.0,0.0,26
2010,Ford,Escape 4WD FFV,Automatic 6-spd,0.0,0.0,23
2010,Ford,Escape Hybrid 4WD,Automatic (variable gear ratios),0.0,0.0,27
2010,Ford,Ranger 2WD,Automatic 5-spd,0.0,0.0,24
2010,Ford,Ranger 2WD,Manual 5-spd,0.0,0.0,21
2010,Ford,Ranger 4WD,Automatic 5-spd,0.0,0.0,18
2010,Ford,Ranger 4WD,Manual 5-spd,0.0,0.0,19
2010,Ford,Ranger 2WD,Manual 5-spd,0.0,0.0,27
2010,Ford,Ranger 2WD,Automatic 5-spd,0.0,0.0,21
2010,Ford,Expedition 4WD FFV,Automatic 6-spd,0.0,0.0,17
2011,Ford,Fiesta,Manual 5-spd,0.0,0.0,36
2011,Ford,Fiesta,Automatic (AM6),0.0,0.0,37
2011,Ford,Fiesta SFE,Automatic (AM6),0.0,0.0,38
2011,Ford,Mustang,Manual 6-spd,0.0,0.0,23
2011,Ford,Mustang,Automatic 6-spd,0.0,0.0,30
2011,Ford,Mustang,Manual 6-spd,0.0,0.0,28
2011,Ford,Mustang,Manual 6-spd,0.0,0.0,26
2011,Ford,Mustang,Automatic 6-spd,0.0,0.0,25
2011,Ford,Mustang Convertible,Automatic 6-spd,0.0,0.0,29
2011,Ford,Taurus AWD,Automatic 6-spd,0.0,0.0,25
2011,Ford,Taurus AWD,Automatic (S6),0.0,0.0,25
2011,Ford,Taurus FWD,Automatic 6-spd,0.0,0.0,28
2011,Ford,Taurus FWD,Automatic (S6),0.0,0.0,26
2011,Ford,Flex FWD,Automatic 6-spd,0.0,0.0,24
2011,Ford,Flex AWD,Automatic 6-spd,0.0,0.0,22
2011,Ford,Flex AWD,Automatic (S6),0.0,0.0,21
2011,Ford,Focus FWD,Automatic 4-spd,0.0,0.0,33
2011,Ford,Focus FWD,Manual 5-spd,0.0,0.0,34
2011,Ford,Fusion FWD,Automatic (S6),0.0,0.0,29
2011,Ford,Fusion FWD,Automatic 6-spd,0.0,0.0,32
2011,Ford,Fusion FWD,Manual 6-spd,0.0,0.0,28
2011,Ford,Fusion AWD,Automatic (S6),0.0,0.0,24
2011,Ford,Fusion FWD,Automatic (S6),0.0,0.0,26
2011,Ford,Fusion S FWD,Manual 6-spd,0.0,0.0,31
2011,Ford,Fusion AWD FFV,Automatic (S6),0.0,0.0,25
2011,Ford,Fusion Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,35
2011,Ford,Fusion FWD FFV,Automatic (S6),0.0,0.0,28
2011,Ford,Edge FWD,Automatic 6-spd,0.0,0.0,26
2011,Ford,Edge FWD,Automatic (S6),0.0,0.0,27
2011,Ford,Edge FWD,Automatic (S6),0.0,0.0,25
2011,Ford,Edge AWD,Automatic (S6),0.0,0.0,25
2011,Ford,Edge AWD,Automatic 6-spd,0.0,0.0,25
2011,Ford,Edge AWD,Automatic (S6),0.0,0.0,23
2011,Ford,Crown Victoria FFV,Automatic 4-spd,0.0,0.0,24
2011,Ford,Ranger 2WD,Automatic 5-spd,0.0,0.0,23
2011,Ford,Ranger 2WD,Manual 5-spd,0.0,0.0,27
2011,Ford,Ranger 2WD,Automatic 5-spd,0.0,0.0,20
2011,Ford,Ranger 2WD,Manual 5-spd,0.0,0.0,21
2011,Ford,Ranger 4WD,Automatic 5-spd,0.0,0.0,18
2011,Ford,Ranger 4WD,Manual 5-spd,0.0,0.0,19
2011,Ford,E350 Van,Automatic 5-spd,0.0,0.0,14
2011,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,17
2011,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,16
2011,Ford,E350 Van FFV,Automatic 4-spd,0.0,0.0,16
2011,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,16
2011,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,17
2011,Ford,E350 Wagon,Automatic 5-spd,0.0,0.0,13
2011,Ford,E350 Wagon FFV,Automatic 4-spd,0.0,0.0,15
2011,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2011,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2011,Ford,Expedition 2WD FFV,Automatic 6-spd,0.0,0.0,20
2011,Ford,Escape FWD,Manual 5-spd,0.0,0.0,28
2011,Ford,Escape Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,30
2011,Ford,Escape FWD FFV,Automatic 6-spd,0.0,0.0,25
2011,Ford,Escape FWD,Automatic 6-spd,0.0,0.0,27
2011,Ford,Expedition 4WD FFV,Automatic 6-spd,0.0,0.0,18
2011,Ford,Escape Hybrid 4WD,Automatic (variable gear ratios),0.0,0.0,27
2011,Ford,Escape 4WD FFV,Automatic 6-spd,0.0,0.0,23
2011,Ford,Escape 4WD,Automatic 6-spd,0.0,0.0,26
2011,Ford,Transit Connect,Automatic 4-spd,0.0,0.0,25
2011,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,22
2011,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,21
2011,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,18
2011,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,22
2011,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,22
2011,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,21
2011,Ford,F150 Pickup 2WD,Automatic 6-spd,0.0,0.0,22
2011,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,16
2011,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,19
2011,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,21
2011,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,21
2011,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,19
2011,Ford,F150 Pickup 4WD,Automatic 6-spd,0.0,0.0,21
2011,Ford,F150 Raptor Pickup 4WD,Automatic (S6),0.0,0.0,14
2011,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,21
2011,Ford,Explorer FWD,Automatic 6-spd,0.0,0.0,25
2011,Ford,Explorer FWD,Automatic (S6),0.0,0.0,25
2011,Ford,Explorer 4WD,Automatic 6-spd,0.0,0.0,23
2011,Ford,Explorer 4WD,Automatic (S6),0.0,0.0,23
2011,Ford,Expedition Limo. 2WD FFV,Automatic 6-spd,0.0,0.0,16
2012,Ford,Mustang,Automatic 6-spd,0.0,0.0,30
2012,Ford,Mustang,Manual 6-spd,0.0,0.0,28
2012,Ford,Mustang,Automatic 6-spd,0.0,0.0,25
2012,Ford,Mustang,Manual 6-spd,0.0,0.0,26
2012,Ford,Mustang,Manual 6-spd,0.0,0.0,23
2012,Ford,Mustang Convertible,Automatic 6-spd,0.0,0.0,29
2012,Ford,Focus FWD,Automatic (AM6),0.0,0.0,37
2012,Ford,Focus FWD,Automatic (AM-S6),0.0,0.0,36
2012,Ford,Focus FWD,Manual 5-spd,0.0,0.0,35
2012,Ford,Focus SFE FWD,Automatic (AM6),0.0,0.0,39
2012,Ford,Fusion FWD,Manual 6-spd,0.0,0.0,28
2012,Ford,Fusion AWD,Automatic (S6),0.0,0.0,24
2012,Ford,Fusion AWD FFV,Automatic (S6),0.0,0.0,25
2012,Ford,Fusion Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,35
2012,Ford,Fusion S FWD,Manual 6-spd,0.0,0.0,31
2012,Ford,Fusion FWD,Automatic 6-spd,0.0,0.0,32
2012,Ford,Fusion FWD,Automatic (S6),0.0,0.0,29
2012,Ford,Fusion FWD,Automatic (S6),0.0,0.0,27
2012,Ford,Fusion FWD FFV,Automatic (S6),0.0,0.0,28
2012,Ford,Transit Connect Van,Automatic 4-spd,0.0,0.0,27
2012,Ford,Transit Connect Wagon FWD,Automatic 4-spd,0.0,0.0,26
2012,Ford,Flex FWD,Automatic 6-spd,0.0,0.0,24
2012,Ford,Escape Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,30
2012,Ford,Escape FWD FFV,Automatic 6-spd,0.0,0.0,25
2012,Ford,Escape FWD,Automatic 6-spd,0.0,0.0,27
2012,Ford,Escape FWD,Manual 5-spd,0.0,0.0,28
2012,Ford,Flex AWD,Automatic (S6),0.0,0.0,22
2012,Ford,Flex AWD,Automatic 6-spd,0.0,0.0,23
2012,Ford,Escape Hybrid AWD,Automatic (variable gear ratios),0.0,0.0,27
2012,Ford,Escape AWD FFV,Automatic 6-spd,0.0,0.0,23
2012,Ford,Escape AWD,Automatic 6-spd,0.0,0.0,26
2012,Ford,Fiesta FWD,Automatic (AM6),0.0,0.0,37
2012,Ford,Fiesta FWD,Manual 5-spd,0.0,0.0,37
2012,Ford,Fiesta SFE FWD,Automatic (AM6),0.0,0.0,38
2012,Ford,Taurus AWD,Automatic (S6),0.0,0.0,25
2012,Ford,Taurus FWD,Automatic (S6),0.0,0.0,27
2012,Ford,Taurus FWD,Automatic 6-spd,0.0,0.0,28
2012,Ford,Taurus AWD,Automatic (S6),0.0,0.0,24
2012,Ford,E350 Van,Automatic 5-spd,0.0,0.0,14
2012,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,17
2012,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,17
2012,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,16
2012,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,16
2012,Ford,E350 Van FFV,Automatic 4-spd,0.0,0.0,16
2012,Ford,E350 Wagon,Automatic 5-spd,0.0,0.0,13
2012,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2012,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2012,Ford,E350 Wagon FFV,Automatic 4-spd,0.0,0.0,15
2012,Ford,Edge FWD,Automatic 6-spd,0.0,0.0,29
2012,Ford,Explorer FWD,Automatic 6-spd,0.0,0.0,27
2012,Ford,Edge FWD,Automatic (S6),0.0,0.0,27
2012,Ford,Edge FWD,Automatic (S6),0.0,0.0,26
2012,Ford,Explorer FWD,Automatic (S6),0.0,0.0,25
2012,Ford,Expedition 2WD FFV,Automatic 6-spd,0.0,0.0,20
2012,Ford,Edge AWD,Automatic (S6),0.0,0.0,23
2012,Ford,Edge AWD,Automatic (S6),0.0,0.0,25
2012,Ford,Expedition 4WD FFV,Automatic 6-spd,0.0,0.0,18
2012,Ford,Explorer AWD,Automatic (S6),0.0,0.0,23
2012,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,18
2012,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,23
2012,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,23
2012,Ford,F150 Pickup 2WD,Automatic 6-spd,0.0,0.0,22
2012,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,22
2012,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,21
2012,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,21
2012,Ford,F150 Raptor Pickup 4WD,Automatic (S6),0.0,0.0,16
2012,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,16
2012,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,21
2012,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,21
2012,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,21
2012,Ford,F150 Pickup 4WD,Automatic 6-spd,0.0,0.0,21
2012,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,19
2012,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,19
2012,Ford,Focus Electric,Automatic (variable gear ratios),79.7573,71.5259,99
2012,Ford,Focus FWD FFV,Manual 5-spd,0.0,0.0,35
2012,Ford,Focus FWD FFV,Automatic (AM6),0.0,0.0,37
2012,Ford,Focus SFE FWD FFV,Automatic (AM6),0.0,0.0,39
2012,Ford,Focus FWD FFV,Automatic (AM-S6),0.0,0.0,36
2013,Ford,Explorer FWD,Automatic 6-spd,0.0,0.0,27
2013,Ford,Taurus AWD,Automatic (S6),0.0,0.0,26
2013,Ford,Taurus AWD,Automatic (S6),0.0,0.0,25
2013,Ford,Taurus AWD FFV,Automatic (S6),0.0,0.0,26
2013,Ford,Taurus FWD,Automatic (S6),0.0,0.0,28
2013,Ford,Edge FWD,Automatic 6-spd,0.0,0.0,29
2013,Ford,Edge FWD,Automatic (S6),0.0,0.0,27
2013,Ford,Edge FWD,Automatic (S6),0.0,0.0,26
2013,Ford,Edge AWD,Automatic (S6),0.0,0.0,25
2013,Ford,Edge AWD,Automatic (S6),0.0,0.0,23
2013,Ford,Explorer AWD FFV,Automatic (S6),0.0,0.0,23
2013,Ford,Mustang,Automatic 6-spd,0.0,0.0,30
2013,Ford,Mustang,Manual 6-spd,0.0,0.0,29
2013,Ford,Mustang,Automatic 6-spd,0.0,0.0,25
2013,Ford,Mustang,Manual 6-spd,0.0,0.0,25
2013,Ford,Mustang Convertible,Automatic 6-spd,0.0,0.0,29
2013,Ford,Taurus FWD FFV,Automatic (S6),0.0,0.0,28
2013,Ford,Explorer 2WD FFV,Automatic (S6),0.0,0.0,24
2013,Ford,Explorer FWD,Automatic (S6),0.0,0.0,24
2013,Ford,Flex FWD,Automatic (S6),0.0,0.0,25
2013,Ford,Flex AWD,Automatic (S6),0.0,0.0,23
2013,Ford,Flex AWD,Automatic (S6),0.0,0.0,22
2013,Ford,Escape FWD,Automatic (S6),0.0,0.0,30
2013,Ford,Escape FWD,Automatic (S6),0.0,0.0,29
2013,Ford,Escape AWD,Automatic (S6),0.0,0.0,28
2013,Ford,Mustang,Manual 6-spd,0.0,0.0,24
2013,Ford,Escape AWD,Automatic (S6),0.0,0.0,29
2013,Ford,Fiesta FWD,Automatic (AM6),0.0,0.0,37
2013,Ford,Fiesta FWD,Manual 5-spd,0.0,0.0,37
2013,Ford,Fiesta SFE FWD,Automatic (AM6),0.0,0.0,38
2013,Ford,Taurus FWD,Automatic (S6),0.0,0.0,31
2013,Ford,Focus FWD,Automatic (AM6),0.0,0.0,36
2013,Ford,Focus FWD,Automatic (S6),0.0,0.0,36
2013,Ford,Focus FWD,Manual 5-spd,0.0,0.0,35
2013,Ford,Focus FWD,Manual 6-spd,0.0,0.0,31
2013,Ford,Focus FWD FFV,Automatic (AM6),0.0,0.0,37
2013,Ford,Focus FWD FFV,Automatic (S6),0.0,0.0,37
2013,Ford,Focus FWD FFV,Manual 5-spd,0.0,0.0,35
2013,Ford,Focus SFE FWD FFV,Automatic (AM6),0.0,0.0,39
2013,Ford,C-MAX Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,37
2013,Ford,Transit Connect Van,Automatic 4-spd,0.0,0.0,27
2013,Ford,Transit Connect Wagon FWD,Automatic 4-spd,0.0,0.0,26
2013,Ford,Escape FWD,Automatic (S6),0.0,0.0,32
2013,Ford,Focus Electric,Automatic (A1),79.7573,71.5259,99
2013,Ford,Fusion Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,39
2013,Ford,Fusion FWD,Manual 6-spd,0.0,0.0,36
2013,Ford,Fusion FWD,Automatic (S6),0.0,0.0,35
2013,Ford,Fusion FWD,Automatic (S6),0.0,0.0,32
2013,Ford,Fusion FWD,Automatic (S6),0.0,0.0,33
2013,Ford,Fusion AWD,Automatic (S6),0.0,0.0,31
2013,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,21
2013,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,21
2013,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,18
2013,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,23
2013,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,23
2013,Ford,F150 Pickup 2WD,Automatic 6-spd,0.0,0.0,22
2013,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,22
2013,Ford,F150 Raptor Pickup 4WD,Automatic (S6),0.0,0.0,16
2013,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,16
2013,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,19
2013,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,19
2013,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,21
2013,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,21
2013,Ford,F150 Pickup 4WD,Automatic 6-spd,0.0,0.0,21
2013,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,21
2013,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,17
2013,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,17
2013,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,16
2013,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,16
2013,Ford,E350 Van FFV,Automatic 4-spd,0.0,0.0,16
2013,Ford,E350 Van,Automatic 5-spd,0.0,0.0,14
2013,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2013,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2013,Ford,E350 Wagon FFV,Automatic 4-spd,0.0,0.0,15
2013,Ford,E350 Wagon,Automatic 5-spd,0.0,0.0,14
2013,Ford,Expedition 2WD FFV,Automatic 6-spd,0.0,0.0,20
2013,Ford,Expedition 4WD FFV,Automatic 6-spd,0.0,0.0,18
2013,Ford,Explorer AWD,Automatic (S6),0.0,0.0,22
2013,Ford,Fusion FWD,Automatic (S6),0.0,0.0,35
2013,Ford,C-MAX Energi Plug-in Hybrid,Automatic (variable gear ratios),0.0,0.0,36
2013,Ford,Edge AWD,Automatic (S6),0.0,0.0,25
2013,Ford,Fusion Energi Plug-in Hybrid,Automatic (variable gear ratios),0.0,0.0,36
2013,Ford,Explorer AWD,Automatic (S6),0.0,0.0,23
2014,Ford,Mustang,Manual 6-spd,0.0,0.0,29
2014,Ford,Mustang,Automatic 6-spd,0.0,0.0,30
2014,Ford,Mustang,Manual 6-spd,0.0,0.0,24
2014,Ford,Mustang,Automatic 6-spd,0.0,0.0,25
2014,Ford,Mustang Convertible,Automatic 6-spd,0.0,0.0,29
2014,Ford,Mustang,Manual 6-spd,0.0,0.0,25
2014,Ford,Flex FWD,Automatic (S6),0.0,0.0,25
2014,Ford,Flex AWD,Automatic (S6),0.0,0.0,23
2014,Ford,Flex AWD,Automatic (S6),0.0,0.0,23
2014,Ford,Fiesta FWD,Manual 5-spd,0.0,0.0,35
2014,Ford,Fiesta FWD,Automatic (AM6),0.0,0.0,36
2014,Ford,Taurus AWD,Automatic (S6),0.0,0.0,25
2014,Ford,Taurus FWD,Automatic (S6),0.0,0.0,32
2014,Ford,Taurus FWD FFV,Automatic (S6),0.0,0.0,28
2014,Ford,Taurus AWD FFV,Automatic (S6),0.0,0.0,26
2014,Ford,Taurus AWD,Automatic (S6),0.0,0.0,26
2014,Ford,Taurus FWD,Automatic (S6),0.0,0.0,28
2014,Ford,Explorer FWD,Automatic 6-spd,0.0,0.0,28
2014,Ford,Escape FWD,Automatic (S6),0.0,0.0,31
2014,Ford,Escape FWD,Automatic (S6),0.0,0.0,29
2014,Ford,Escape FWD,Automatic (S6),0.0,0.0,30
2014,Ford,Escape AWD,Automatic (S6),0.0,0.0,28
2014,Ford,Escape AWD,Automatic (S6),0.0,0.0,29
2014,Ford,Explorer 2WD FFV,Automatic (S6),0.0,0.0,24
2014,Ford,Explorer FWD,Automatic (S6),0.0,0.0,24
2014,Ford,Explorer AWD FFV,Automatic (S6),0.0,0.0,23
2014,Ford,Explorer AWD,Automatic (S6),0.0,0.0,23
2014,Ford,Explorer AWD,Automatic (S6),0.0,0.0,22
2014,Ford,Fiesta ST FWD,Manual 6-spd,0.0,0.0,34
2014,Ford,Fiesta SFE FWD,Automatic (AM6),0.0,0.0,37
2014,Ford,Focus FWD,Automatic (AM6),0.0,0.0,36
2014,Ford,Focus FWD,Automatic (S6),0.0,0.0,36
2014,Ford,Focus FWD,Manual 5-spd,0.0,0.0,35
2014,Ford,Focus FWD,Manual 6-spd,0.0,0.0,31
2014,Ford,Focus FWD FFV,Automatic (AM6),0.0,0.0,36
2014,Ford,Focus FWD FFV,Automatic (S6),0.0,0.0,36
2014,Ford,Focus FWD FFV,Manual 5-spd,0.0,0.0,35
2014,Ford,Focus SFE FWD FFV,Automatic (AM6),0.0,0.0,39
2014,Ford,Fusion FWD,Automatic (S6),0.0,0.0,35
2014,Ford,Fusion FWD,Manual 6-spd,0.0,0.0,36
2014,Ford,Fusion AWD,Automatic (S6),0.0,0.0,31
2014,Ford,Fusion FWD,Automatic (S6),0.0,0.0,32
2014,Ford,Fusion FWD,Automatic (S6),0.0,0.0,33
2014,Ford,Fusion Energi Plug-in Hybrid,Automatic (variable gear ratios),0.0,0.0,36
2014,Ford,Focus Electric,Automatic (A1),79.7573,71.5259,99
2014,Ford,Fusion Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,39
2014,Ford,Expedition 2WD FFV,Automatic 6-spd,0.0,0.0,20
2014,Ford,Expedition 4WD FFV,Automatic 6-spd,0.0,0.0,18
2014,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E350 Van FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E150 Van FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E250 Van FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,E350 Wagon FFV,Automatic 4-spd,0.0,0.0,15
2014,Ford,E350 Wagon,Automatic 5-spd,0.0,0.0,13
2014,Ford,E350 Van,Automatic 5-spd,0.0,0.0,14
2014,Ford,Fiesta SFE FWD,Manual 5-spd,0.0,0.0,41
2014,Ford,E150 Wagon FFV,Automatic 4-spd,0.0,0.0,16
2014,Ford,Transit Connect Wagon FWD,Automatic (S6),0.0,0.0,28
2014,Ford,Transit Connect Van 2WD,Automatic (S6),0.0,0.0,28
2014,Ford,Transit Connect Wagon LWB FWD,Automatic (S6),0.0,0.0,27
2014,Ford,F150 Pickup 2WD,Automatic 6-spd,0.0,0.0,22
2014,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,22
2014,Ford,F150 Pickup 2WD,Automatic (S6),0.0,0.0,18
2014,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,23
2014,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,23
2014,Ford,F150 Pickup 2WD FFV,Automatic 6-spd,0.0,0.0,21
2014,Ford,F150 Pickup 2WD FFV,Automatic (S6),0.0,0.0,21
2014,Ford,F150 Pickup 4WD,Automatic 6-spd,0.0,0.0,21
2014,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,21
2014,Ford,F150 Pickup 4WD,Automatic (S6),0.0,0.0,16
2014,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,21
2014,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,21
2014,Ford,F150 Pickup 4WD FFV,Automatic 6-spd,0.0,0.0,19
2014,Ford,F150 Pickup 4WD FFV,Automatic (S6),0.0,0.0,19
2014,Ford,F150 Raptor Pickup 4WD,Automatic (S6),0.0,0.0,16
2014,Ford,Edge FWD,Automatic 6-spd,0.0,0.0,29
2014,Ford,Edge FWD,Automatic (S6),0.0,0.0,25
2014,Ford,Edge FWD,Automatic (S6),0.0,0.0,27
2014,Ford,Edge AWD,Automatic (S6),0.0,0.0,25
2014,Ford,Edge AWD,Automatic (S6),0.0,0.0,23
2014,Ford,Transit Connect Wagon FWD,Automatic (S6),0.0,0.0,29
2014,Ford,Fusion FWD,Automatic (S6),0.0,0.0,36
2014,Ford,C-MAX Energi Plug-in Hybrid,Automatic (variable gear ratios),0.0,0.0,36
2014,Ford,C-MAX Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,36
2014,Ford,Transit Connect Van 2WD,Automatic (S6),0.0,0.0,29
2015,Ford,Taurus FWD FFV,Automatic (S6),0.0,0.0,28
2015,Ford,Taurus AWD,Automatic (S6),0.0,0.0,25
2015,Ford,Taurus FWD,Automatic (S6),0.0,0.0,32
2015,Ford,Taurus FWD,Automatic (S6),0.0,0.0,28
2015,Ford,Taurus AWD FFV,Automatic (S6),0.0,0.0,26
2015,Ford,Taurus AWD,Automatic (S6),0.0,0.0,26
2015,Ford,Transit T150 Wagon FFV,Automatic (S6),0.0,0.0,19
2015,Ford,Transit T150 Wagon,Automatic (S6),0.0,0.0,19
2015,Ford,Explorer FWD,Automatic 6-spd,0.0,0.0,27
2015,Ford,Explorer 2WD FFV,Automatic (S6),0.0,0.0,24
2015,Ford,Explorer FWD,Automatic (S6),0.0,0.0,24
2015,Ford,Explorer AWD FFV,Automatic (S6),0.0,0.0,23
2015,Ford,Explorer AWD,Automatic (S6),0.0,0.0,23
2015,Ford,Explorer AWD,Automatic (S6),0.0,0.0,22
2015,Ford,Fiesta FWD,Automatic (AM6),0.0,0.0,36
2015,Ford,Fiesta SFE FWD,Manual 5-spd,0.0,0.0,41
2015,Ford,Fiesta ST FWD,Manual 6-spd,0.0,0.0,34
2015,Ford,Fusion AWD,Automatic (S6),0.0,0.0,31
2015,Ford,Fusion FWD,Automatic (S6),0.0,0.0,33
2015,Ford,Fusion FWD,Automatic (S6),0.0,0.0,33
2015,Ford,Fusion FWD,Automatic (S6),0.0,0.0,36
2015,Ford,Fusion FWD,Automatic (S6),0.0,0.0,36
2015,Ford,Fusion Hybrid FWD,Automatic (variable gear ratios),0.0,0.0,39
2015,Ford,Fusion Energi Plug-in Hybrid,Automatic (variable gear ratios),0.0,0.0,36
2015,Ford,Fiesta FWD,Manual 5-spd,0.0,0.0,35
2015,Ford,Mustang,Manual 6-spd,0.0,0.0,28
2015,Ford,Mustang,Automatic 6-spd,0.0,0.0,27
2015,Ford,Mustang,Manual 6-spd,0.0,0.0,25
2015,Ford,Mustang,Manual 6-spd,0.0,0.0,31
2015,Ford,Mustang,Automatic (S6),0.0,0.0,31
2015,Ford,Mustang,Automatic 6-spd,0.0,0.0,25
2015,Ford,Escape FWD,Automatic (S6),0.0,0.0,31
2015,Ford,Escape FWD,Automatic (S6),0.0,0.0,29
