Model_Year,Model,Manufacturer,ManufacturerID,VehicleID,Category,Fuel,FuelID,Transmission_Type,Engine_Description
2014,C-MAX Hybrid,Ford,219,11217,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2014,CRZ,Honda,209,11219,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2014,CT 200h,Lexus,243,11232,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2014,Camry,Toyota,221,11242,Sedan/Wagon,Hybrid Electric,45,ECVT,2.5L I4
2014,Cayenne S Hybrid,Porsche,391,11236,SUV,Hybrid Electric,45,Auto,3.0L V6
2014,Civic Hybrid,Honda,209,11220,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2014,E400 Hybrid,Mercedes-Benz,239,11234,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,ELR,Cadillac,231,11275,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 111 kW electric motor
2014,ES 300h,Lexus,243,11231,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2014,Fit,Honda,209,11264,Sedan/Wagon,Electric,41,Auto,92 kW electric motor
2014,Focus,Ford,219,11263,Sedan/Wagon,Electric,41,Auto,107 kW electric motor
2014,Fusion Energi,Ford,219,11277,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,2.0L I4 68 kW electric motor
2014,Fusion Hybrid,Ford,219,11216,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2014,GS 450h,Lexus,243,11228,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,Highlander,Toyota,221,11243,SUV,Hybrid Electric,45,ECVT,3.5L V6
2014,ILX,Acura,365,11211,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2014,Insight,Honda,209,11218,Sedan/Wagon,Hybrid Electric,45,ECVT,1.3L I4
2014,Jetta Hybrid,Volkswagen,347,11245,Sedan/Wagon,Hybrid Electric,45,Auto,1.4L I4
2014,LS 600h L,Lexus,243,11230,Sedan/Wagon,Hybrid Electric,45,Auto,5.0L V8
2014,Leaf,Nissan,217,11268,Sedan/Wagon,Electric,41,Auto,80 kW electric motor
2014,MKZ,Lincoln,227,11233,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2014,Model S,Tesla,237,11271,Sedan/Wagon,Electric,41,Auto,300 kW electric motor
2014,Optima,Kia,361,11227,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2014,P1,McLaren,389,11280,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.8L V8 132 kW electric motor
2014,Panamera S E-Hybrid,Porsche,391,11281,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.0L V6 70 kW electric motor
2014,"Pathfinder Hybrid, 2WD/AWD",Nissan,217,11235,SUV,Hybrid Electric,45,Auto,2.5L I4
2014,Prius,Toyota,221,11240,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2014,Prius Plug-in,Toyota,221,11282,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,1.8L I4 38 kW electric motor
2014,Prius c,Toyota,221,11239,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2014,Prius v,Toyota,221,11238,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2014,"Q5 Hybrid, AWD",Audi,377,11212,SUV,Hybrid Electric,45,Auto,2.0L I4
2014,"Q50 Hybrid, FWD/AWD",Infiniti,359,11225,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,"Q50S Hybrid, FWD/AWD",Infiniti,359,11226,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,Q70 Hybrid,Infiniti,359,11224,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,QX60 Hybrid,Infiniti,359,11223,SUV,Hybrid Electric,45,Auto,2.5L I4
2014,RAV 4 EV,Toyota,221,11272,SUV,Electric,41,Auto,115 kW electric motor
2014,RLX Sport Hybrid SH-AWD,Acura,365,11210,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2014,"RX 450h, FWD/AWD",Lexus,243,11229,SUV,Hybrid Electric,45,Auto,3.5L V6
2014,Sonata,Hyundai,351,11222,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2014,Soul,Kia,361,11265,Sedan/Wagon,Electric,41,Auto,50 kW electric motor
2014,Spark,Chevrolet,215,11261,Sedan/Wagon,Electric,41,Auto,104 kW electric motor
2014,Touareg Hybrid,Volkswagen,347,11244,SUV,Hybrid Electric,45,Auto,3.0L V6
2014,Volt,Chevrolet,215,11276,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 111 kW electric motor
2014,XV Crosstrek Hybrid,Subaru,383,11237,SUV,Hybrid Electric,45,ECVT,2.0L H4
2014,fortwo,smart,381,11270,Sedan/Wagon,Electric,41,Auto,55 kW electric motor
2014,i-MiEV,Mitsubishi,263,11267,Sedan/Wagon,Electric,41,Auto,49 kW electric motor
2014,i3,BMW,211,11260,Sedan/Wagon,Electric,41,Auto,125 kW electric motor
2014,i3 w/Range Extender,BMW,211,11274,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,0.6L I2 125kW electric motor
2014,i8 Plug-in Hybrid,BMW,211,11273,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.5L I3 96kW electric motor
2014,iQ EV,Scion,353,11269,Sedan/Wagon,Electric,41,Auto,47 kW electric motor
2015,300h,Lexus,243,11371,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2015,500e,Fiat,379,11346,Sedan/Wagon,Electric,41,Auto,83kW electric motor 24 kWh battery
2015,918 Spyder,Porsche,391,11357,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,4.6L V8 95 kW electric motor front 115 kW electric motor rear
2015,A3 e-tron,Audi,377,11329,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 75 kW electric drive
2015,Accord Hybrid,Honda,209,11365,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2015,Accord Plug-in Hybrid,Honda,209,11336,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,2.0L I4
2015,ActiveHybrid 3,BMW,211,11359,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L I6
2015,ActiveHybrid 5,BMW,211,11360,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L I6
2015,ActiveHybrid 7,BMW,211,11361,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L I6
2015,Avalon,Toyota,221,11384,Sedan/Wagon,Hybrid Electric,45,ECVT,2.5L I4
2015,B-Class Electric,Mercedes-Benz,239,11350,Sedan/Wagon,Electric,41,Auto,132 kW electric motor 28 kWh battery
2015,C-MAX Energi,Ford,219,11334,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,2.0L I4 68 kW electric motor
2015,C-MAX Hybrid,Ford,219,11362,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2015,CR-Z,Honda,209,11367,Sedan/Wagon,Hybrid Electric,45,Auto,1.5L I4
2015,CT 200h,Lexus,243,11370,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2015,Camry,Toyota,221,11385,Sedan/Wagon,Hybrid Electric,45,ECVT,2.5L I4
2015,Cayenne S E-Hybrid,Porsche,391,11342,SUV,Plug-in Hybrid Electric,57,Auto,3.0L V6 70 kW electric motor
2015,Civic Hybrid,Honda,209,11366,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2015,E400 Hybrid,Mercedes-Benz,239,11377,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,ELR,Cadillac,231,11332,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 111 kW electric motor
2015,Focus,Ford,219,11347,Sedan/Wagon,Electric,41,Auto,107 kW electric motor 23 kWh battery
2015,Fusion Energi,Ford,219,11335,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,2.0L I4 68 kW electric motor
2015,Fusion Hybrid,Ford,219,11363,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2015,GS 450h,Lexus,243,11373,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,GS 450h F Sport,Lexus,243,11374,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,Highlander,Toyota,221,11386,SUV,Hybrid Electric,45,ECVT,3.5L V6
2015,Jetta Hybrid,Volkswagen,347,11390,Sedan/Wagon,Hybrid Electric,45,Auto,1.4L I4
2015,LS 600h L,Lexus,243,11372,Sedan/Wagon,Hybrid Electric,45,Auto,5.0L V8
2015,Leaf,Nissan,217,11352,Sedan/Wagon,Electric,41,Auto,80 kW electric motor 24 kWh battery
2015,MKZ Hybrid,Lincoln,227,11364,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2015,Model S,Tesla,237,11354,Sedan/Wagon,Electric,41,Auto,300 kW electric motor 60 kWh battery
2015,NX 300h,Lexus,243,11376,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2015,Optima,Kia,361,11369,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2015,Optima,Kia,361,11579,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2015,P1,McLaren,389,11337,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.8L V8 132 kW electric motor
2015,Panamera S E-Hybrid,Porsche,391,11341,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.0L V6 70 kW electric motor
2015,Pathfinder Hybrid 2WD/AWD,Nissan,217,11378,SUV,Hybrid Electric,45,Auto,2.5L I4
2015,Prius ,Toyota,221,11388,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2015,Prius Plug-in,Toyota,221,11343,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,1.8L I4 38 kW electric motor
2015,Prius c,Toyota,221,11387,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2015,Prius v,Toyota,221,11389,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2015,Q5 Hybrid AWD,Audi,377,11358,SUV,Hybrid Electric,45,Auto,2.4L I4
2015,Q50 Hybrid FWD/AWD,Infiniti,359,11380,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,Q50 Hybrid S FWD/AWD,Infiniti,359,11381,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,Q70 Hybrid,Infiniti,359,11382,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2015,QX60 Hybrid,Infiniti,359,11383,SUV,Hybrid Electric,45,Auto,2.5L I4
2015,RX 450h,Lexus,243,11375,SUV,Hybrid Electric,45,Auto,3.5L V6
2015,S550 Plug-in Hybrid,Mercedes-Benz,239,11340,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.0L V6
2015,Sonota,Hyundai,351,11368,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2015,Soul,Kia,361,11349,Sedan/Wagon,Electric,41,Auto,50 kW electric motor 16.4 kWh battery
2015,Spark,Chevrolet,215,11345,Sedan/Wagon,Electric,41,Auto,104 kW electric motor 20 kWh battery
2015,Touareg Hybrid,Volkswagen,347,11391,SUV,Hybrid Electric,45,Auto,3.0L V6
2015,Volt,Chevrolet,215,11333,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 111 kW electric motor
2015,XV Crosstrek,Subaru,383,11379,SUV,Hybrid Electric,45,ECVT,2.5L H4
2015,e-Golf,Volkswagen,347,11356,Sedan/Wagon,Electric,41,Auto,85 kW electric motor 24.2 kWh battery
2015,fortwo,smart,381,11353,Sedan/Wagon,Electric,41,Auto,55 kW electric motor 17.6 kWh battery
2015,i-MiEV,Mitsubishi,263,11351,Sedan/Wagon,Electric,41,Auto,49 kW electric motor 16 kWh battery
2015,i3,BMW,211,11344,Sedan/Wagon,Electric,41,Auto,125 kW electric motor 21 kWh battery
2015,i3 w/Range Extender,BMW,211,11331,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,0.6L I2 125kW electric motor
2015,i8,BMW,211,11330,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.5L I3 96 kW electric drive
2016,500e,Fiat,379,11600,Sedan/Wagon,Electric,41,Auto,83kW electric motor 24 kWh battery
2016,A3 Sportback e-tron,Audi,377,11612,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.4L I4
75 kW electric drive"
2016,ActiveHybrid 5,BMW,211,11569,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L I6
2016,Avalon,Toyota,221,11590,Sedan/Wagon,Hybrid Electric,45,ECVT,2.5L I4
2016,B250e,Mercedes-Benz,239,11603,Sedan/Wagon,Electric,41,Auto,132 kW electric motor 28 kWh battery
2016,C-MAX Energi,Ford,219,11618,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,"2.0L I4
68 kW electric drive"
2016,C-MAX Hybrid,Ford,219,11571,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2016,C350e Plug-in Hybrid,Mercedes-Benz,239,11622,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
60 kW electric motor"
2016,CRZ,Honda,209,11573,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2016,CT 200h,Lexus,243,11580,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2016,Camry,Toyota,221,11591,Sedan/Wagon,Hybrid Electric,45,ECVT,2.5L I4
2016,Cayenne S E-Hybrid,Porsche,391,11624,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
70 kW electric motor"
2016,ELR,Cadillac,231,11616,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.4L I4
111 kW electric drive"
2016,ES 300h,Lexus,243,11581,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2016,Focus,Ford,219,11601,Sedan/Wagon,Electric,41,Auto,107 kW electric motor 23 kWh battery
2016,Fusion Energi,Ford,219,11619,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,"2.0L I4
68 kW electric drive"
2016,Fusion Hybrid,Ford,219,11572,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2016,GS 450h,Lexus,243,11582,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,GS 450h F Sport,Lexus,243,11583,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,Highlander,Toyota,221,11592,SUV,Hybrid Electric,45,ECVT,3.5L V6
2016,Jetta Hybrid,Volkswagen,347,11597,Sedan/Wagon,Hybrid Electric,45,Auto,1.4L I4
2016,LS 600h L,Lexus,243,11584,Sedan/Wagon,Hybrid Electric,45,Auto,5.0L V8
2016,Leaf,Nissan,217,11605,Sedan/Wagon,Electric,41,Auto,80 kW electric motor 24 kWh battery
2016,MKZ Hybrid,Lincoln,227,11587,Sedan/Wagon,Hybrid Electric,45,ECVT,2.0L I4
2016,Malibu,Chevrolet,215,11570,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2016,Model S,Tesla,237,11607,Sedan/Wagon,Electric,41,Auto,285 kW electric motor 70 kWh battery
2016,Model S AWD,Tesla,237,11608,Sedan/Wagon,Electric,41,Auto,350/285 kW electric motor 90 kWh battery
2016,Model X AWD 90D,Tesla,237,11609,SUV,Electric,41,Auto,193/193 kW electric motor 90 kWh battery
2016,Model X AWD P90D,Tesla,237,11610,SUV,Electric,41,Auto,193/375 kW electric motor 90 kWh battery
2016,NX 300h FWD/AWD,Lexus,243,11585,SUV,Hybrid Electric,45,Auto,2.5L I4
2016,P1,McLaren,389,11621,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.8L V8
132 kW electric motor"
2016,Panamera S E-Hybrid,Porsche,391,11625,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.0L V6
70 kW electric motor"
2016,Pathfinder Hybrid 2WD/AWD,Nissan,217,11588,SUV,Hybrid Electric,45,Auto,2.5L I4
2016,Prius,Toyota,221,11593,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2016,Prius Plug-in,Toyota,221,11626,Sedan/Wagon,Plug-in Hybrid Electric,57,ECVT,"1.8L I4
38 kW electric drive"
2016,Prius c,Toyota,221,11594,Sedan/Wagon,Hybrid Electric,45,ECVT,1.5L I4
2016,Prius v,Toyota,221,11595,Sedan/Wagon,Hybrid Electric,45,ECVT,1.8L I4
2016,Q5 Hybrid AWD,Audi,377,11568,SUV,Hybrid Electric,45,Auto,2.0 I4
2016,Q50 Hybrid FWD/AWD,Infiniti,359,11575,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,Q50S Hybrid FWD/AWD,Infiniti,359,11576,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,Q70 Hybrid,Infiniti,359,11577,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,QX60 Hybrid,Infiniti,359,11578,SUV,Hybrid Electric,45,Auto,2.5L I4
2016,RAV 4,Toyota,221,11596,SUV,Hybrid Electric,45,ECVT,2.5L I4
2016,RLX Hybrid,Acura,365,11567,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2016,RX 450h FWD/AWD,Lexus,243,11586,SUV,Hybrid Electric,45,Auto,3.5L V6
2016,S550e Plug-in Hybrid,Mercedes-Benz,239,11623,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.0L V6
85 kW electric motor"
2016,Sonata,Hyundai,351,11574,Sedan/Wagon,Hybrid Electric,45,Auto,2.4L I4
2016,Sonata Plug-in Hybrid,Hyundai,351,11620,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.4L I4
50 kW electric motor"
2016,Soul,Kia,361,11602,Sedan/Wagon,Hybrid Electric,45,Auto,50 kW electric motor 16.4 kWh battery
2016,Spark,Chevrolet,215,11599,Sedan/Wagon,Electric,41,Auto,104 kW electric motor 20 kWh battery
2016,Volt,Chevrolet,215,11617,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.4L I4
111 kW electric drive"
2016,X5 xDrive40e Plug-in Hybrid,BMW,211,11615,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2016,XC90 T8 Plug-in Hybrid,Volvo,395,11627,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
65 kW electric motor"
2016,XV Crosstrek Hybrid,Subaru,383,11589,SUV,Hybrid Electric,45,ECVT,2.0L H4
2016,e-Golf,Volkswagen,347,11611,Sedan/Wagon,Electric,41,Auto,85 kW electric motor 24.2 kWh battery
2016,fortwo,smart,381,11606,Sedan/Wagon,Electric,41,Auto,55 kW electric motor 17.6 kWh battery
2016,i-MiEV,Mitsubishi,263,11604,Sedan/Wagon,Electric,41,Auto,49 kW electric motor 16 kWh battery
2016,i3,BMW,211,11598,Sedan/Wagon,Electric,41,Auto,125 kW electric motor 21 kWh battery
2016,i3 REX,BMW,211,11613,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,0.6L I2 125kW electric motor
2016,i8 Plug-in Hybrid,BMW,211,11614,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I3
96kW electric motor"
2017,330e,BMW,211,11716,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,2.0L I4 83 kW electric motor
2017,500e,Fiat,379,11639,Sedan/Wagon,Electric,41,Auto,"82 kW electric motor
24 kWh battery"
2017,740e xDrive,BMW,211,11717,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,2.0L I4 83 kW electric motor
2017,918 Spyder,Porsche,391,11769,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,4.6L V8
2017,A3 e-tron,Audi,377,11715,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.4L I4 80 kW electric motor
2017,Accord Hybrid,Honda,209,11701,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,Avalon Hybrid,Toyota,221,11805,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2017,B250e,Mercedes-Benz,239,11641,Sedan/Wagon,Electric,41,Auto,"132 kW electric motor
28 kWh battery"
2017,Bolt,Chevrolet,215,11638,Sedan/Wagon,Electric,41,Auto,"150 kW electric motor
60 kWh battery"
2017,C-MAX Hybrid,Ford,219,11786,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,C-Max Energi,Ford,219,11787,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
7.6 kW electric motor"
2017,C350e,Mercedes-Benz,239,11799,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.0L V6
60 kW electric motor"
2017,CT 200h,Lexus,243,11796,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2017,CT6 PHEV,Cadillac,231,11784,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,2.0L I4
2017,Camry Hyrid LE,Toyota,221,11710,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2017,Camry Hyrid XLE/SE,Toyota,221,11711,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2017,Cayenne S e-Hybrid,Porsche,391,11801,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
70 kW electric motor"
2017,Cayenne S e-Hybrid,Porsche,391,11724,SUV,Plug-in Hybrid Electric,57,Auto,3.0L V6 70 kW electric motor
2017,Clarity,Honda,209,11843,Sedan/Wagon,Electric,41,Auto,"120 kW electric motor
82 Ah battery"
2017,ES 300h,Lexus,243,11707,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2017,Focus Electric,Ford,219,11765,Sedan/Wagon,Electric,41,Auto,"107 kW electric motor
34 kWh battery"
2017,Fusion Energi Plug in Hybrid,Ford,219,11722,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,2.0L I4 68 kW electric motor
2017,Fusion Hybrid FWD,Ford,219,11698,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,GLE550e,Mercedes-Benz,239,11798,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
85 kW electric motor"
2017,GS 450h,Lexus,243,11705,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2017,Highlander Hybrid 4WD,Toyota,221,11807,SUV,Hybrid Electric,45,Auto,3.5L V6
2017,Highlander Hybrid 4WD LE Plus,Toyota,221,11808,SUV,Hybrid Electric,45,Auto,3.5L V6
2017,I3 REX,BMW,211,11718,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,0.6L I2 125 kW electric motor
2017,I8,BMW,211,11719,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.5L I3 96 kW electric motor
2017,Ioniq,Hyundai,351,11766,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2017,Ioniq,Hyundai,351,11640,Sedan/Wagon,Electric,41,Auto,"88 kW electric motor
28 kWh battery"
2017,Ioniq,Hyundai,351,11788,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.6L I4
45 kW electric motor"
2017,Ioniq Blue,Hyundai,351,11767,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2017,LaFerrari Aperta,Ferrari,409,11785,Sedan/Wagon,Hybrid Electric,45,Auto,6.3L V12
2017,Leaf,Nissan,217,11771,Sedan/Wagon,Electric,41,Auto,"80 kW electric motor
30 kWh battery"
2017,MDX Hybrid,Acura,365,11783,SUV,Hybrid Electric,45,Auto,3.0L V6
2017,MKZ Hybrid FWD,Lincoln,227,11708,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,Malibu Hybrid,Chevrolet,215,11694,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2017,Model 3 Long Range,Tesla,237,11852,Sedan/Wagon,Electric,41,Auto,"211 kW electric motor
230 Ah battery"
2017,Model S AWD - 100D,Tesla,237,11851,Sedan/Wagon,Electric,41,Auto,"193 kW and 375 kW electric motors
245 Ah battery"
2017,Model S AWD - 60D,Tesla,237,11777,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2017,Model S AWD - 75D,Tesla,237,11778,Sedan/Wagon,Electric,41,Auto,"193 kW electric motors (X2)
245 Ah battery"
2017,Model S AWD - P100D,Tesla,237,11780,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2017,Model S AWD - P90D,Tesla,237,11779,Sedan/Wagon,Electric,41,Auto,"193 kW and 375 kW electric motors
245 Ah battery"
2017,Model S RWD 60 kWh,Tesla,237,11781,Sedan/Wagon,Electric,41,Auto,"285 kW electric motor
245 Ah battery"
2017,Model S RWD 75 kWh,Tesla,237,11782,Sedan/Wagon,Electric,41,Auto,"285 kW electric motor
245 Ah battery"
2017,Model S RWD 90D,Tesla,237,11850,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2017,Model X AWD - 100D,Tesla,237,11960,SUV,Electric,41,Auto,"193 kW and 193 kW electric motors
250 Ah battery"
2017,Model X AWD - 60D,Tesla,237,11812,SUV,Electric,41,Auto,"193 kW electric motor (X2)
250 Ah battery"
2017,Model X AWD - 75D,Tesla,237,11773,SUV,Electric,41,Auto,"193 kW electric motor (X2)
250 Ah battery"
2017,Model X AWD - 90D,Tesla,237,11774,SUV,Electric,41,Auto,"193 kW electric motors (X2)
250 Ah battery"
2017,Model X AWD - P100D,Tesla,237,11775,SUV,Electric,41,Auto,"193 kW and 375 kW electric motors
250 Ah battery"
2017,Model X AWD - P90D,Tesla,237,11776,SUV,Electric,41,Auto,"193 kW and 375 kW electric motor (X2)
250 Ah battery"
2017,NSX Hybrid,Acura,365,11692,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2017,NX 300h,Lexus,243,11795,SUV,Hybrid Electric,45,Auto,2.5L I4
2017,Niro,Kia,361,11794,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2017,Niro FE,Kia,361,11814,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2017,Niro Touring,Kia,361,11815,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2017,Optima Hybrid,Kia,361,11704,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,Optima Plug-In Hybrid,Kia,361,11797,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
50 kW electric motor"
2017,Pacifica PHEV,Chrysler,223,11816,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,3.6L V6 / 89 kW electric motor
2017,Panamera 4 e-Hybrid,Porsche,391,11770,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.0L V6
70 kW electric motor"
2017,Prius,Toyota,221,11712,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2017,Prius Eco,Toyota,221,11713,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2017,Prius Prime,Toyota,221,11810,Sedan/Wagon,Plug-in Hybrid Electric,57,,"1.8L I4
53 kW electric motor"
2017,Prius c,Toyota,221,11809,Sedan/Wagon,Hybrid Electric,45,,
2017,Prius v,Toyota,221,11709,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2017,Q50 Hybrid,Infiniti,359,11789,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2017,Q50 Hybrid AWD,Infiniti,359,11790,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2017,Q60 Hybrid AWD,Infiniti,359,11792,SUV,Hybrid Electric,45,Auto,3.5L V6
2017,Q60 Hybrid FWD,Infiniti,359,11793,SUV,Hybrid Electric,45,Auto,3.5L V6
2017,Q70 Hybrid,Infiniti,359,11791,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
