month,date_id,model_id,monthly_sales
2017-07-01,"42,947",1,218
2017-08-01,"42,978",1,129
2017-09-01,"43,008",1,85
2017-10-01,"43,039",1,17
2017-11-01,"43,069",1,38
2017-12-01,"43,100",1,270
2018-01-01,"43,131",1,145
2018-02-01,"43,159",1,199
2018-03-01,"43,190",1,214
2018-04-01,"43,220",1,189
2018-05-01,"43,251",1,267
2018-06-01,"43,281",1,238
2018-07-01,"43,312",1,220
2018-08-01,"43,343",1,240
2018-09-01,"43,373",1,230
2018-10-01,"43,404",1,210
2018-11-01,"43,434",1,180
2018-12-01,"43,465",1,265
2019-01-01,"43,496",1,175
2019-02-01,"43,524",1,210
2019-03-01,"43,555",1,45
2019-04-01,"43,585",1,7
2019-05-01,"43,616",1,0
2019-06-01,"43,646",1,0
2019-07-01,"43,677",1,0
2019-08-01,"43,708",1,0
2019-09-01,"43,738",1,0
2019-10-01,"43,769",1,0
2019-11-01,"43,799",1,0
2019-12-01,"43,830",1,0
2011-01-01,"40,574",2,0
2011-02-01,"40,602",2,0
2011-03-01,"40,633",2,0
2011-04-01,"40,663",2,0
2011-05-01,"40,694",2,0
2011-06-01,"40,724",2,0
2011-07-01,"40,755",2,0
2011-08-01,"40,786",2,0
2011-09-01,"40,816",2,0
2011-10-01,"40,847",2,0
2011-11-01,"40,877",2,0
2011-12-01,"40,908",2,0
2012-01-01,"40,939",2,0
2012-02-01,"40,968",2,0
2012-03-01,"40,999",2,0
2012-04-01,"41,029",2,0
2012-05-01,"41,060",2,0
2012-06-01,"41,090",2,0
2012-07-01,"41,121",2,0
2012-08-01,"41,152",2,0
2012-09-01,"41,182",2,0
2012-10-01,"41,213",2,0
2012-11-01,"41,243",2,0
2012-12-01,"41,274",2,0
2013-01-01,"41,305",2,0
2013-02-01,"41,333",2,0
2013-03-01,"41,364",2,0
2013-04-01,"41,394",2,0
2013-05-01,"41,425",2,0
2013-06-01,"41,455",2,0
2013-07-01,"41,486",2,0
2013-08-01,"41,517",2,0
2013-09-01,"41,547",2,0
2013-10-01,"41,578",2,0
2013-11-01,"41,608",2,0
2013-12-01,"41,639",2,0
2014-01-01,"41,670",2,0
2014-02-01,"41,698",2,0
2014-03-01,"41,729",2,0
2014-04-01,"41,759",2,0
2014-05-01,"41,790",2,0
2014-06-01,"41,820",2,0
2014-07-01,"41,851",2,0
2014-08-01,"41,882",2,0
2014-09-01,"41,912",2,0
2014-10-01,"41,943",2,0
2014-11-01,"41,973",2,0
2014-12-01,"42,004",2,0
2015-01-01,"42,035",2,0
2015-02-01,"42,063",2,0
2015-03-01,"42,094",2,0
2015-04-01,"42,124",2,0
2015-05-01,"42,155",2,0
2015-06-01,"42,185",2,0
2015-07-01,"42,216",2,0
2015-08-01,"42,247",2,0
2015-09-01,"42,277",2,0
2015-10-01,"42,308",2,0
2015-11-01,"42,338",2,0
2015-12-01,"42,369",2,0
2016-01-01,"42,400",2,0
2016-02-01,"42,429",2,0
2016-03-01,"42,460",2,0
2016-04-01,"42,490",2,0
2016-05-01,"42,521",2,0
2016-06-01,"42,551",2,0
2016-07-01,"42,582",2,0
2016-08-01,"42,613",2,0
2016-09-01,"42,643",2,0
2016-10-01,"42,674",2,0
2016-11-01,"42,704",2,0
2016-12-01,"42,735",2,0
2017-01-01,"42,766",2,0
2017-02-01,"42,794",2,0
2017-03-01,"42,825",2,0
2017-04-01,"42,855",2,0
2017-05-01,"42,886",2,0
2017-06-01,"42,916",2,0
2017-07-01,"42,947",2,0
2017-08-01,"42,978",2,0
2017-09-01,"43,008",2,0
2017-10-01,"43,039",2,0
2017-11-01,"43,069",2,0
2017-12-01,"43,100",2,0
2018-01-01,"43,131",2,0
2018-02-01,"43,159",2,0
2018-03-01,"43,190",2,0
2018-04-01,"43,220",2,0
2018-05-01,"43,251",2,0
2018-06-01,"43,281",2,0
2018-07-01,"43,312",2,0
2018-08-01,"43,343",2,0
2018-09-01,"43,373",2,0
2018-10-01,"43,404",2,0
2018-11-01,"43,434",2,0
2018-12-01,"43,465",2,0
2019-01-01,"43,496",2,0
2019-02-01,"43,524",2,0
2019-03-01,"43,555",2,0
2019-04-01,"43,585",2,253
2019-05-01,"43,616",2,856
2019-06-01,"43,646",2,726
2019-07-01,"43,677",2,678
2019-08-01,"43,708",2,593
2019-09-01,"43,738",2,434
2019-10-01,"43,769",2,462
2019-11-01,"43,799",2,621
2019-12-01,"43,830",2,746
2011-01-01,"40,574",3,0
2011-02-01,"40,602",3,0
2011-03-01,"40,633",3,0
2011-04-01,"40,663",3,0
2011-05-01,"40,694",3,0
2011-06-01,"40,724",3,0
2011-07-01,"40,755",3,0
2011-08-01,"40,786",3,0
2011-09-01,"40,816",3,0
2011-10-01,"40,847",3,0
2011-11-01,"40,877",3,0
2011-12-01,"40,908",3,0
2012-01-01,"40,939",3,0
2012-02-01,"40,968",3,0
2012-03-01,"40,999",3,0
2012-04-01,"41,029",3,0
2012-05-01,"41,060",3,0
2012-06-01,"41,090",3,0
2012-07-01,"41,121",3,0
2012-08-01,"41,152",3,0
2012-09-01,"41,182",3,0
2012-10-01,"41,213",3,0
2012-11-01,"41,243",3,0
2012-12-01,"41,274",3,0
2013-01-01,"41,305",3,0
2013-02-01,"41,333",3,0
2013-03-01,"41,364",3,0
2013-04-01,"41,394",3,0
2013-05-01,"41,425",3,0
2013-06-01,"41,455",3,0
2013-07-01,"41,486",3,0
2013-08-01,"41,517",3,0
2013-09-01,"41,547",3,0
2013-10-01,"41,578",3,0
2013-11-01,"41,608",3,0
2013-12-01,"41,639",3,0
2014-01-01,"41,670",3,0
2014-02-01,"41,698",3,0
2014-03-01,"41,729",3,0
2014-04-01,"41,759",3,0
2014-05-01,"41,790",3,0
2014-06-01,"41,820",3,0
2014-07-01,"41,851",3,0
2014-08-01,"41,882",3,0
2014-09-01,"41,912",3,0
2014-10-01,"41,943",3,0
2014-11-01,"41,973",3,0
2014-12-01,"42,004",3,0
2015-01-01,"42,035",3,0
2015-02-01,"42,063",3,0
2015-03-01,"42,094",3,0
2015-04-01,"42,124",3,0
2015-05-01,"42,155",3,0
2015-06-01,"42,185",3,0
2015-07-01,"42,216",3,0
2015-08-01,"42,247",3,0
2015-09-01,"42,277",3,0
2015-10-01,"42,308",3,0
2015-11-01,"42,338",3,0
2015-12-01,"42,369",3,0
2016-01-01,"42,400",3,0
2016-02-01,"42,429",3,0
2016-03-01,"42,460",3,19
2016-04-01,"42,490",3,25
2016-05-01,"42,521",3,67
2016-06-01,"42,551",3,26
2016-07-01,"42,582",3,81
2016-08-01,"42,613",3,51
2016-09-01,"42,643",3,54
2016-10-01,"42,674",3,92
2016-11-01,"42,704",3,215
2016-12-01,"42,735",3,240
2017-01-01,"42,766",3,129
2017-02-01,"42,794",3,144
2017-03-01,"42,825",3,365
2017-04-01,"42,855",3,260
2017-05-01,"42,886",3,475
2017-06-01,"42,916",3,496
2017-07-01,"42,947",3,387
2017-08-01,"42,978",3,409
2017-09-01,"43,008",3,329
2017-10-01,"43,039",3,307
2017-11-01,"43,069",3,477
2017-12-01,"43,100",3,363
2018-01-01,"43,131",3,101
2018-02-01,"43,159",3,142
2018-03-01,"43,190",3,202
2018-04-01,"43,220",3,166
2018-05-01,"43,251",3,150
2018-06-01,"43,281",3,138
2018-07-01,"43,312",3,106
2018-08-01,"43,343",3,192
2018-09-01,"43,373",3,195
2018-10-01,"43,404",3,229
2018-11-01,"43,434",3,373
2018-12-01,"43,465",3,606
2019-01-01,"43,496",3,216
2019-02-01,"43,524",3,185
2019-03-01,"43,555",3,175
2019-04-01,"43,585",3,53
2019-05-01,"43,616",3,27
2019-06-01,"43,646",3,25
2019-07-01,"43,677",3,16
2019-08-01,"43,708",3,5
2019-09-01,"43,738",3,2
2019-10-01,"43,769",3,5
2019-11-01,"43,799",3,6
2019-12-01,"43,830",3,4
2011-01-01,"40,574",4,0
2011-02-01,"40,602",4,0
2011-03-01,"40,633",4,0
2011-04-01,"40,663",4,0
2011-05-01,"40,694",4,0
2011-06-01,"40,724",4,0
2011-07-01,"40,755",4,0
2011-08-01,"40,786",4,0
2011-09-01,"40,816",4,0
2011-10-01,"40,847",4,0
2011-11-01,"40,877",4,0
2011-12-01,"40,908",4,0
2012-01-01,"40,939",4,0
2012-02-01,"40,968",4,0
2012-03-01,"40,999",4,0
2012-04-01,"41,029",4,0
2012-05-01,"41,060",4,0
2012-06-01,"41,090",4,0
2012-07-01,"41,121",4,0
2012-08-01,"41,152",4,0
2012-09-01,"41,182",4,0
2012-10-01,"41,213",4,0
2012-11-01,"41,243",4,0
2012-12-01,"41,274",4,0
2013-01-01,"41,305",4,0
2013-02-01,"41,333",4,0
2013-03-01,"41,364",4,0
2013-04-01,"41,394",4,0
2013-05-01,"41,425",4,0
2013-06-01,"41,455",4,0
2013-07-01,"41,486",4,0
2013-08-01,"41,517",4,0
2013-09-01,"41,547",4,0
2013-10-01,"41,578",4,0
2013-11-01,"41,608",4,0
2013-12-01,"41,639",4,0
2014-01-01,"41,670",4,0
2014-02-01,"41,698",4,0
2014-03-01,"41,729",4,0
2014-04-01,"41,759",4,0
2014-05-01,"41,790",4,0
2014-06-01,"41,820",4,0
2014-07-01,"41,851",4,0
2014-08-01,"41,882",4,0
2014-09-01,"41,912",4,0
2014-10-01,"41,943",4,0
2014-11-01,"41,973",4,0
2014-12-01,"42,004",4,0
2015-01-01,"42,035",4,0
2015-02-01,"42,063",4,0
2015-03-01,"42,094",4,0
2015-04-01,"42,124",4,0
2015-05-01,"42,155",4,0
2015-06-01,"42,185",4,0
2015-07-01,"42,216",4,0
2015-08-01,"42,247",4,0
2015-09-01,"42,277",4,0
2015-10-01,"42,308",4,0
2015-11-01,"42,338",4,0
2015-12-01,"42,369",4,0
2016-01-01,"42,400",4,0
2016-02-01,"42,429",4,0
2016-03-01,"42,460",4,0
2016-04-01,"42,490",4,0
2016-05-01,"42,521",4,0
2016-06-01,"42,551",4,0
2016-07-01,"42,582",4,0
2016-08-01,"42,613",4,0
2016-09-01,"42,643",4,0
2016-10-01,"42,674",4,0
2016-11-01,"42,704",4,0
2016-12-01,"42,735",4,0
2017-01-01,"42,766",4,0
2017-02-01,"42,794",4,0
2017-03-01,"42,825",4,0
2017-04-01,"42,855",4,13
2017-05-01,"42,886",4,147
2017-06-01,"42,916",4,239
2017-07-01,"42,947",4,343
2017-08-01,"42,978",4,345
2017-09-01,"43,008",4,511
2017-10-01,"43,039",4,596
2017-11-01,"43,069",4,872
2017-12-01,"43,100",4,706
2018-01-01,"43,131",4,224
2018-02-01,"43,159",4,413
2018-03-01,"43,190",4,689
2018-04-01,"43,220",4,518
2018-05-01,"43,251",4,729
2018-06-01,"43,281",4,942
2018-07-01,"43,312",4,536
2018-08-01,"43,343",4,749
2018-09-01,"43,373",4,756
2018-10-01,"43,404",4,733
2018-11-01,"43,434",4,1012
2018-12-01,"43,465",4,1363
2019-01-01,"43,496",4,376
2019-02-01,"43,524",4,414
2019-03-01,"43,555",4,436
2019-04-01,"43,585",4,416
2019-05-01,"43,616",4,727
2019-06-01,"43,646",4,908
2019-07-01,"43,677",4,444
2019-08-01,"43,708",4,606
2019-09-01,"43,738",4,310
2019-10-01,"43,769",4,305
2019-11-01,"43,799",4,421
2019-12-01,"43,830",4,499
2011-01-01,"40,574",5,0
2011-02-01,"40,602",5,0
2011-03-01,"40,633",5,0
2011-04-01,"40,663",5,0
2011-05-01,"40,694",5,0
2011-06-01,"40,724",5,0
2011-07-01,"40,755",5,0
2011-08-01,"40,786",5,0
2011-09-01,"40,816",5,0
2011-10-01,"40,847",5,0
2011-11-01,"40,877",5,0
2011-12-01,"40,908",5,0
2012-01-01,"40,939",5,0
2012-02-01,"40,968",5,0
2012-03-01,"40,999",5,0
2012-04-01,"41,029",5,0
2012-05-01,"41,060",5,0
2012-06-01,"41,090",5,0
2012-07-01,"41,121",5,0
2012-08-01,"41,152",5,0
2012-09-01,"41,182",5,0
2012-10-01,"41,213",5,0
2012-11-01,"41,243",5,0
2012-12-01,"41,274",5,0
2013-01-01,"41,305",5,0
2013-02-01,"41,333",5,0
2013-03-01,"41,364",5,0
2013-04-01,"41,394",5,0
2013-05-01,"41,425",5,0
2013-06-01,"41,455",5,0
2013-07-01,"41,486",5,0
2013-08-01,"41,517",5,0
2013-09-01,"41,547",5,0
2013-10-01,"41,578",5,0
2013-11-01,"41,608",5,0
2013-12-01,"41,639",5,0
2014-01-01,"41,670",5,0
2014-02-01,"41,698",5,0
2014-03-01,"41,729",5,0
2014-04-01,"41,759",5,0
2014-05-01,"41,790",5,0
2014-06-01,"41,820",5,0
2014-07-01,"41,851",5,0
2014-08-01,"41,882",5,0
2014-09-01,"41,912",5,0
2014-10-01,"41,943",5,0
2014-11-01,"41,973",5,0
2014-12-01,"42,004",5,0
2015-01-01,"42,035",5,0
2015-02-01,"42,063",5,0
2015-03-01,"42,094",5,0
2015-04-01,"42,124",5,0
2015-05-01,"42,155",5,0
2015-06-01,"42,185",5,0
2015-07-01,"42,216",5,0
2015-08-01,"42,247",5,0
2015-09-01,"42,277",5,0
2015-10-01,"42,308",5,0
2015-11-01,"42,338",5,0
2015-12-01,"42,369",5,0
2016-01-01,"42,400",5,0
2016-02-01,"42,429",5,0
2016-03-01,"42,460",5,0
2016-04-01,"42,490",5,0
2016-05-01,"42,521",5,0
2016-06-01,"42,551",5,0
2016-07-01,"42,582",5,0
2016-08-01,"42,613",5,0
2016-09-01,"42,643",5,0
2016-10-01,"42,674",5,0
2016-11-01,"42,704",5,0
2016-12-01,"42,735",5,23
2017-01-01,"42,766",5,18
2017-02-01,"42,794",5,35
2017-03-01,"42,825",5,42
2017-04-01,"42,855",5,123
2017-05-01,"42,886",5,33
2017-06-01,"42,916",5,52
2017-07-01,"42,947",5,80
2017-08-01,"42,978",5,39
2017-09-01,"43,008",5,43
2017-10-01,"43,039",5,55
2017-11-01,"43,069",5,120
2017-12-01,"43,100",5,67
2018-01-01,"43,131",5,18
2018-02-01,"43,159",5,23
2018-03-01,"43,190",5,31
2018-04-01,"43,220",5,60
2018-05-01,"43,251",5,17
2018-06-01,"43,281",5,16
2018-07-01,"43,312",5,40
2018-08-01,"43,343",5,18
2018-09-01,"43,373",5,25
2018-10-01,"43,404",5,45
2018-11-01,"43,434",5,18
2018-12-01,"43,465",5,28
2019-01-01,"43,496",5,6
2019-02-01,"43,524",5,14
2019-03-01,"43,555",5,15
2019-04-01,"43,585",5,8
2019-05-01,"43,616",5,12
2019-06-01,"43,646",5,6
2019-07-01,"43,677",5,2
2019-08-01,"43,708",5,8
2019-09-01,"43,738",5,5
2019-10-01,"43,769",5,4
2019-11-01,"43,799",5,4
2019-12-01,"43,830",5,3
2011-01-01,"40,574",6,0
2011-02-01,"40,602",6,0
2011-03-01,"40,633",6,0
2011-04-01,"40,663",6,0
2011-05-01,"40,694",6,0
2011-06-01,"40,724",6,0
2011-07-01,"40,755",6,0
2011-08-01,"40,786",6,0
2011-09-01,"40,816",6,0
2011-10-01,"40,847",6,0
2011-11-01,"40,877",6,0
2011-12-01,"40,908",6,0
2012-01-01,"40,939",6,0
2012-02-01,"40,968",6,0
2012-03-01,"40,999",6,0
2012-04-01,"41,029",6,0
2012-05-01,"41,060",6,0
2012-06-01,"41,090",6,0
2012-07-01,"41,121",6,0
2012-08-01,"41,152",6,0
2012-09-01,"41,182",6,0
2012-10-01,"41,213",6,0
2012-11-01,"41,243",6,0
2012-12-01,"41,274",6,0
2013-01-01,"41,305",6,0
2013-02-01,"41,333",6,0
2013-03-01,"41,364",6,0
2013-04-01,"41,394",6,0
2013-05-01,"41,425",6,0
2013-06-01,"41,455",6,0
2013-07-01,"41,486",6,0
2013-08-01,"41,517",6,0
2013-09-01,"41,547",6,0
2013-10-01,"41,578",6,0
2013-11-01,"41,608",6,0
2013-12-01,"41,639",6,0
2014-01-01,"41,670",6,0
2014-02-01,"41,698",6,0
2014-03-01,"41,729",6,0
2014-04-01,"41,759",6,0
2014-05-01,"41,790",6,336
2014-06-01,"41,820",6,358
2014-07-01,"41,851",6,363
2014-08-01,"41,882",6,1025
2014-09-01,"41,912",6,1022
2014-10-01,"41,943",6,1159
2014-11-01,"41,973",6,816
2014-12-01,"42,004",6,1013
2015-01-01,"42,035",6,670
2015-02-01,"42,063",6,1089
2015-03-01,"42,094",6,922
2015-04-01,"42,124",6,406
2015-05-01,"42,155",6,818
2015-06-01,"42,185",6,551
2015-07-01,"42,216",6,935
2015-08-01,"42,247",6,792
2015-09-01,"42,277",6,1710
2015-10-01,"42,308",6,986
2015-11-01,"42,338",6,723
2015-12-01,"42,369",6,1422
2016-01-01,"42,400",6,182
2016-02-01,"42,429",6,248
2016-03-01,"42,460",6,332
2016-04-01,"42,490",6,814
2016-05-01,"42,521",6,696
2016-06-01,"42,551",6,608
2016-07-01,"42,582",6,1479
2016-08-01,"42,613",6,1013
2016-09-01,"42,643",6,391
2016-10-01,"42,674",6,442
2016-11-01,"42,704",6,629
2016-12-01,"42,735",6,791
2017-01-01,"42,766",6,382
2017-02-01,"42,794",6,318
2017-03-01,"42,825",6,703
2017-04-01,"42,855",6,516
2017-05-01,"42,886",6,506
2017-06-01,"42,916",6,567
2017-07-01,"42,947",6,601
2017-08-01,"42,978",6,504
2017-09-01,"43,008",6,538
2017-10-01,"43,039",6,686
2017-11-01,"43,069",6,283
2017-12-01,"43,100",6,672
2018-01-01,"43,131",6,382
2018-02-01,"43,159",6,623
2018-03-01,"43,190",6,992
2018-04-01,"43,220",6,503
2018-05-01,"43,251",6,424
2018-06-01,"43,281",6,580
2018-07-01,"43,312",6,464
2018-08-01,"43,343",6,418
2018-09-01,"43,373",6,461
2018-10-01,"43,404",6,424
2018-11-01,"43,434",6,490
2018-12-01,"43,465",6,356
2019-01-01,"43,496",6,255
2019-02-01,"43,524",6,350
2019-03-01,"43,555",6,359
2019-04-01,"43,585",6,331
2019-05-01,"43,616",6,439
2019-06-01,"43,646",6,473
2019-07-01,"43,677",6,304
2019-08-01,"43,708",6,385
2019-09-01,"43,738",6,467
2019-10-01,"43,769",6,359
2019-11-01,"43,799",6,918
2019-12-01,"43,830",6,214
2011-01-01,"40,574",7,0
2011-02-01,"40,602",7,0
2011-03-01,"40,633",7,0
2011-04-01,"40,663",7,0
2011-05-01,"40,694",7,0
2011-06-01,"40,724",7,0
2011-07-01,"40,755",7,0
2011-08-01,"40,786",7,0
2011-09-01,"40,816",7,0
2011-10-01,"40,847",7,0
2011-11-01,"40,877",7,0
2011-12-01,"40,908",7,0
2012-01-01,"40,939",7,0
2012-02-01,"40,968",7,0
2012-03-01,"40,999",7,0
2012-04-01,"41,029",7,0
2012-05-01,"41,060",7,0
2012-06-01,"41,090",7,0
2012-07-01,"41,121",7,0
2012-08-01,"41,152",7,0
2012-09-01,"41,182",7,0
2012-10-01,"41,213",7,0
2012-11-01,"41,243",7,0
2012-12-01,"41,274",7,0
2013-01-01,"41,305",7,0
2013-02-01,"41,333",7,0
2013-03-01,"41,364",7,0
2013-04-01,"41,394",7,0
2013-05-01,"41,425",7,0
2013-06-01,"41,455",7,0
2013-07-01,"41,486",7,0
2013-08-01,"41,517",7,0
2013-09-01,"41,547",7,0
2013-10-01,"41,578",7,0
2013-11-01,"41,608",7,0
2013-12-01,"41,639",7,0
2014-01-01,"41,670",7,0
2014-02-01,"41,698",7,0
2014-03-01,"41,729",7,0
2014-04-01,"41,759",7,0
2014-05-01,"41,790",7,0
2014-06-01,"41,820",7,0
2014-07-01,"41,851",7,0
2014-08-01,"41,882",7,9
2014-09-01,"41,912",7,58
2014-10-01,"41,943",7,204
2014-11-01,"41,973",7,126
2014-12-01,"42,004",7,158
2015-01-01,"42,035",7,85
2015-02-01,"42,063",7,113
2015-03-01,"42,094",7,143
2015-04-01,"42,124",7,138
2015-05-01,"42,155",7,117
2015-06-01,"42,185",7,137
2015-07-01,"42,216",7,217
2015-08-01,"42,247",7,210
2015-09-01,"42,277",7,182
2015-10-01,"42,308",7,149
2015-11-01,"42,338",7,118
2015-12-01,"42,369",7,656
2016-01-01,"42,400",7,32
2016-02-01,"42,429",7,54
2016-03-01,"42,460",7,89
2016-04-01,"42,490",7,130
2016-05-01,"42,521",7,146
2016-06-01,"42,551",7,169
2016-07-01,"42,582",7,166
2016-08-01,"42,613",7,145
2016-09-01,"42,643",7,158
2016-10-01,"42,674",7,199
2016-11-01,"42,704",7,173
2016-12-01,"42,735",7,133
2017-01-01,"42,766",7,50
2017-02-01,"42,794",7,58
2017-03-01,"42,825",7,49
2017-04-01,"42,855",7,23
2017-05-01,"42,886",7,18
2017-06-01,"42,916",7,22
2017-07-01,"42,947",7,55
2017-08-01,"42,978",7,29
2017-09-01,"43,008",7,27
2017-10-01,"43,039",7,33
2017-11-01,"43,069",7,44
2017-12-01,"43,100",7,80
2018-01-01,"43,131",7,32
2018-02-01,"43,159",7,39
2018-03-01,"43,190",7,47
2018-04-01,"43,220",7,57
2018-05-01,"43,251",7,64
2018-06-01,"43,281",7,45
2018-07-01,"43,312",7,72
2018-08-01,"43,343",7,67
2018-09-01,"43,373",7,55
2018-10-01,"43,404",7,64
2018-11-01,"43,434",7,133
2018-12-01,"43,465",7,97
2019-01-01,"43,496",7,23
2019-02-01,"43,524",7,47
2019-03-01,"43,555",7,91
2019-04-01,"43,585",7,87
2019-05-01,"43,616",7,145
2019-06-01,"43,646",7,280
2019-07-01,"43,677",7,101
2019-08-01,"43,708",7,90
2019-09-01,"43,738",7,68
2019-10-01,"43,769",7,64
2019-11-01,"43,799",7,55
2019-12-01,"43,830",7,51
2011-01-01,"40,574",8,0
2011-02-01,"40,602",8,0
2011-03-01,"40,633",8,0
2011-04-01,"40,663",8,0
2011-05-01,"40,694",8,0
2011-06-01,"40,724",8,0
2011-07-01,"40,755",8,0
2011-08-01,"40,786",8,0
2011-09-01,"40,816",8,0
2011-10-01,"40,847",8,0
2011-11-01,"40,877",8,0
2011-12-01,"40,908",8,0
2012-01-01,"40,939",8,0
2012-02-01,"40,968",8,0
2012-03-01,"40,999",8,0
2012-04-01,"41,029",8,0
2012-05-01,"41,060",8,0
2012-06-01,"41,090",8,0
2012-07-01,"41,121",8,0
2012-08-01,"41,152",8,0
2012-09-01,"41,182",8,0
2012-10-01,"41,213",8,0
2012-11-01,"41,243",8,0
2012-12-01,"41,274",8,0
2013-01-01,"41,305",8,0
2013-02-01,"41,333",8,0
2013-03-01,"41,364",8,0
2013-04-01,"41,394",8,0
2013-05-01,"41,425",8,0
2013-06-01,"41,455",8,0
2013-07-01,"41,486",8,0
2013-08-01,"41,517",8,0
2013-09-01,"41,547",8,0
2013-10-01,"41,578",8,0
2013-11-01,"41,608",8,0
2013-12-01,"41,639",8,0
2014-01-01,"41,670",8,0
2014-02-01,"41,698",8,0
2014-03-01,"41,729",8,0
2014-04-01,"41,759",8,0
2014-05-01,"41,790",8,0
2014-06-01,"41,820",8,0
2014-07-01,"41,851",8,0
2014-08-01,"41,882",8,0
2014-09-01,"41,912",8,0
2014-10-01,"41,943",8,0
2014-11-01,"41,973",8,0
2014-12-01,"42,004",8,0
2015-01-01,"42,035",8,0
2015-02-01,"42,063",8,0
2015-03-01,"42,094",8,0
2015-04-01,"42,124",8,0
2015-05-01,"42,155",8,0
2015-06-01,"42,185",8,0
2015-07-01,"42,216",8,0
2015-08-01,"42,247",8,0
2015-09-01,"42,277",8,0
2015-10-01,"42,308",8,118
2015-11-01,"42,338",8,167
2015-12-01,"42,369",8,607
2016-01-01,"42,400",8,181
2016-02-01,"42,429",8,345
2016-03-01,"42,460",8,313
2016-04-01,"42,490",8,655
2016-05-01,"42,521",8,500
2016-06-01,"42,551",8,583
2016-07-01,"42,582",8,649
2016-08-01,"42,613",8,876
2016-09-01,"42,643",8,482
2016-10-01,"42,674",8,406
2016-11-01,"42,704",8,436
2016-12-01,"42,735",8,569
2017-01-01,"42,766",8,262
2017-02-01,"42,794",8,275
2017-03-01,"42,825",8,397
2017-04-01,"42,855",8,291
2017-05-01,"42,886",8,433
2017-06-01,"42,916",8,488
2017-07-01,"42,947",8,463
2017-08-01,"42,978",8,317
2017-09-01,"43,008",8,333
2017-10-01,"43,039",8,329
2017-11-01,"43,069",8,929
2017-12-01,"43,100",8,832
2018-01-01,"43,131",8,261
2018-02-01,"43,159",8,596
2018-03-01,"43,190",8,627
2018-04-01,"43,220",8,563
2018-05-01,"43,251",8,499
2018-06-01,"43,281",8,321
2018-07-01,"43,312",8,431
2018-08-01,"43,343",8,264
2018-09-01,"43,373",8,225
2018-10-01,"43,404",8,224
2018-11-01,"43,434",8,213
2018-12-01,"43,465",8,210
2019-01-01,"43,496",8,71
2019-02-01,"43,524",8,38
2019-03-01,"43,555",8,26
2019-04-01,"43,585",8,9
2019-05-01,"43,616",8,4
2019-06-01,"43,646",8,8
2019-07-01,"43,677",8,4
2019-08-01,"43,708",8,2
2019-09-01,"43,738",8,1
2019-10-01,"43,769",8,2
2019-11-01,"43,799",8,1
2019-12-01,"43,830",8,1
2011-01-01,"40,574",9,0
2011-02-01,"40,602",9,0
2011-03-01,"40,633",9,0
2011-04-01,"40,663",9,0
2011-05-01,"40,694",9,0
2011-06-01,"40,724",9,0
2011-07-01,"40,755",9,0
2011-08-01,"40,786",9,0
