make,year,model,trany,rangeCity,rangeHwy,highway08
Audi,2012,A3,Manual 6-spd,0.0,0.0,30
Audi,2012,A3,Automatic (S6),0.0,0.0,28
Audi,2012,A3 quattro,Automatic (S6),0.0,0.0,28
Audi,2012,Q7,Automatic (S8),0.0,0.0,24
Audi,2012,Q7,Automatic (S8),0.0,0.0,21
Audi,2013,A8,Automatic (S8),0.0,0.0,28
Audi,2013,A8 L,Automatic (S8),0.0,0.0,28
Audi,2013,allroad quattro,Automatic (S8),0.0,0.0,26
Audi,2013,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2013,A5 quattro,Manual 6-spd,0.0,0.0,32
Audi,2013,S5,Automatic (AM-S7),0.0,0.0,28
Audi,2013,S5 Cabriolet,Automatic (AM-S7),0.0,0.0,26
Audi,2013,S5,Manual 6-spd,0.0,0.0,26
Audi,2013,RS 5,Automatic (AM-S7),0.0,0.0,23
Audi,2013,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2013,TT RS Coupe,Manual 6-spd,0.0,0.0,25
Audi,2013,A4 quattro,Manual 6-spd,0.0,0.0,32
Audi,2013,S4,Automatic (AM-S7),0.0,0.0,28
Audi,2013,S4,Manual 6-spd,0.0,0.0,26
Audi,2013,A3,Manual 6-spd,0.0,0.0,30
Audi,2013,A3,Automatic (AM-S6),0.0,0.0,28
Audi,2013,Q7,Automatic (S8),0.0,0.0,21
Audi,2013,A5 Cabriolet,Automatic (AV-S8),0.0,0.0,31
Audi,2013,A5 quattro,Automatic (S8),0.0,0.0,30
Audi,2013,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,30
Audi,2013,A4,Automatic (AV-S8),0.0,0.0,31
Audi,2013,A4 quattro,Automatic (S8),0.0,0.0,30
Audi,2013,A6,Automatic (AV-S8),0.0,0.0,33
Audi,2013,A6 quattro,Automatic (S8),0.0,0.0,30
Audi,2013,A7 quattro,Automatic (S8),0.0,0.0,28
Audi,2013,A6 quattro,Automatic (S8),0.0,0.0,27
Audi,2013,A3 quattro,Automatic (AM-S6),0.0,0.0,28
Audi,2013,A3,Automatic (AM-S6),0.0,0.0,37
Audi,2013,Q7,Automatic (S8),0.0,0.0,27
Audi,2013,Q5,Automatic (S8),0.0,0.0,28
Audi,2013,S7,Automatic (AM-S7),0.0,0.0,27
Audi,2013,S6,Automatic (AM-S7),0.0,0.0,27
Audi,2013,A8,Automatic (S8),0.0,0.0,28
Audi,2013,A8 L,Automatic (S8),0.0,0.0,26
Audi,2013,A8 L,Automatic (S8),0.0,0.0,20
Audi,2013,A5 quattro,Automatic (S8),0.0,0.0,29
Audi,2013,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2013,A4 quattro,Automatic (S8),0.0,0.0,29
Audi,2013,S8,Automatic (S8),0.0,0.0,26
Audi,2013,allroad quattro,Automatic (S8),0.0,0.0,26
Audi,2013,Q5,Automatic (S8),0.0,0.0,27
Audi,2013,Q5 Hybrid,Automatic (S8),0.0,0.0,30
Audi,2013,Q5,Automatic (S8),0.0,0.0,26
Audi,2013,RS 5 Cabriolet,Automatic (AM-S7),0.0,0.0,22
Audi,2014,A8 L,Automatic (S8),0.0,0.0,36
Audi,2014,R8 Spyder,Automatic (AM-S7),0.0,0.0,22
Audi,2014,R8,Automatic (AM-S7),0.0,0.0,22
Audi,2014,R8 Spyder,Automatic (AM-S7),0.0,0.0,23
Audi,2014,R8,Automatic (AM-S7),0.0,0.0,23
Audi,2014,R8 Spyder,Manual 6-spd,0.0,0.0,19
Audi,2014,R8,Manual 6-spd,0.0,0.0,19
Audi,2014,R8 Spyder,Manual 6-spd,0.0,0.0,20
Audi,2014,R8,Manual 6-spd,0.0,0.0,20
Audi,2014,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2014,RS 5,Automatic (AM-S7),0.0,0.0,23
Audi,2014,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2014,S5,Automatic (AM-S7),0.0,0.0,28
Audi,2014,S5 Cabriolet,Automatic (AM-S7),0.0,0.0,26
Audi,2014,S5,Manual 6-spd,0.0,0.0,26
Audi,2014,A5 quattro,Automatic (S8),0.0,0.0,28
Audi,2014,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,28
Audi,2014,A5 Cabriolet,Automatic (AV-S8),0.0,0.0,31
Audi,2014,A5 quattro,Manual 6-spd,0.0,0.0,32
Audi,2014,S4,Automatic (AM-S7),0.0,0.0,28
Audi,2014,S4,Manual 6-spd,0.0,0.0,26
Audi,2014,A4 quattro,Automatic (S8),0.0,0.0,28
Audi,2014,A4,Automatic (AV-S8),0.0,0.0,31
Audi,2014,A4 quattro,Manual 6-spd,0.0,0.0,32
Audi,2014,A7 quattro,Automatic (S8),0.0,0.0,38
Audi,2014,A8,Automatic (S8),0.0,0.0,28
Audi,2014,S8,Automatic (S8),0.0,0.0,26
Audi,2014,S7,Automatic (AM-S7),0.0,0.0,27
Audi,2014,S6,Automatic (AM-S7),0.0,0.0,27
Audi,2014,RS 7,Automatic (S8),0.0,0.0,27
Audi,2014,A8,Automatic (S8),0.0,0.0,28
Audi,2014,A7 quattro,Automatic (S8),0.0,0.0,28
Audi,2014,A6 quattro,Automatic (S8),0.0,0.0,27
Audi,2014,A6,Automatic (AV-S8),0.0,0.0,33
Audi,2014,A6 quattro,Automatic (S8),0.0,0.0,29
Audi,2014,A8 L,Automatic (S8),0.0,0.0,26
Audi,2014,A8 L,Automatic (S8),0.0,0.0,28
Audi,2014,A8 L,Automatic (S8),0.0,0.0,20
Audi,2014,allroad quattro,Automatic (S8),0.0,0.0,26
Audi,2014,Q5 Hybrid,Automatic (S8),0.0,0.0,30
Audi,2014,Q5,Automatic (S8),0.0,0.0,26
Audi,2014,Q5,Automatic (S8),0.0,0.0,27
Audi,2014,Q7,Automatic (S8),0.0,0.0,27
Audi,2014,Q7,Automatic (S8),0.0,0.0,22
Audi,2014,RS 5 Cabriolet,Automatic (AM-S7),0.0,0.0,22
Audi,2014,A6 quattro,Automatic (S8),0.0,0.0,38
Audi,2014,Q5,Automatic (S8),0.0,0.0,30
Audi,2014,SQ5,Automatic (S8),0.0,0.0,23
Audi,2015,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2015,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2015,A3 quattro,Automatic (AM-S6),0.0,0.0,33
Audi,2015,A3,Automatic (AM-S6),0.0,0.0,33
Audi,2015,S8,Automatic (S8),0.0,0.0,27
Audi,2015,A8,Automatic (S8),0.0,0.0,30
Audi,2015,A8,Automatic (S8),0.0,0.0,29
Audi,2015,A8 L,Automatic (S8),0.0,0.0,29
Audi,2015,A8 L,Automatic (S8),0.0,0.0,22
Audi,2015,A8 L,Automatic (S8),0.0,0.0,36
Audi,2015,A8 L,Automatic (S8),0.0,0.0,29
Audi,2015,A3 Cabriolet quattro,Automatic (AM-S6),0.0,0.0,32
Audi,2015,A3 Cabriolet,Automatic (AM-S6),0.0,0.0,35
Audi,2015,S7,Automatic (AM-S7),0.0,0.0,27
Audi,2015,S6,Automatic (AM-S7),0.0,0.0,27
Audi,2015,RS 7,Automatic (S8),0.0,0.0,25
Audi,2015,Q7,Automatic (S8),0.0,0.0,27
Audi,2015,R8 Spyder,Automatic (AM-S7),0.0,0.0,23
Audi,2015,R8,Automatic (AM-S7),0.0,0.0,23
Audi,2015,R8 Spyder,Manual 6-spd,0.0,0.0,20
Audi,2015,R8,Manual 6-spd,0.0,0.0,20
Audi,2015,R8 Spyder,Manual 6-spd,0.0,0.0,19
Audi,2015,R8,Manual 6-spd,0.0,0.0,19
Audi,2015,R8 Spyder,Automatic (AM-S7),0.0,0.0,22
Audi,2015,R8,Automatic (AM-S7),0.0,0.0,22
Audi,2015,RS 5,Automatic (AM-S7),0.0,0.0,23
Audi,2015,RS 5 Cabriolet,Automatic (AM-S7),0.0,0.0,22
Audi,2015,A5 quattro,Manual 6-spd,0.0,0.0,32
Audi,2015,A5 quattro,Automatic (S8),0.0,0.0,30
Audi,2015,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2015,S5,Automatic (AM-S7),0.0,0.0,28
Audi,2015,S5 Cabriolet,Automatic (AM-S7),0.0,0.0,26
Audi,2015,S5,Manual 6-spd,0.0,0.0,26
Audi,2015,A4,Automatic (AV-S8),0.0,0.0,31
Audi,2015,A4 quattro,Manual 6-spd,0.0,0.0,32
Audi,2015,A4 quattro,Automatic (S8),0.0,0.0,30
Audi,2015,S4,Automatic (AM-S7),0.0,0.0,28
Audi,2015,S4,Manual 6-spd,0.0,0.0,26
Audi,2015,A6 quattro,Automatic (S8),0.0,0.0,38
Audi,2015,A7 quattro,Automatic (S8),0.0,0.0,38
Audi,2015,A6,Automatic (AV-S8),0.0,0.0,33
Audi,2015,A6 quattro,Automatic (S8),0.0,0.0,29
Audi,2015,A7 quattro,Automatic (S8),0.0,0.0,28
Audi,2015,A6 quattro,Automatic (S8),0.0,0.0,27
Audi,2015,allroad quattro,Automatic (S8),0.0,0.0,28
Audi,2015,Q5,Automatic (S8),0.0,0.0,30
Audi,2015,Q5 Hybrid,Automatic (S8),0.0,0.0,30
Audi,2015,Q5,Automatic (S8),0.0,0.0,27
Audi,2015,SQ5,Automatic (S8),0.0,0.0,24
Audi,2015,Q5,Automatic (S8),0.0,0.0,26
Audi,2015,Q7,Automatic (S8),0.0,0.0,22
Audi,2015,A3,Automatic (AM-S6),0.0,0.0,41
Audi,2015,S3,Automatic (AM-S6),0.0,0.0,31
Audi,2015,Q3 quattro,Automatic (S6),0.0,0.0,28
Audi,2015,Q3,Automatic (S6),0.0,0.0,28
Audi,2016,A7 quattro,Automatic (S8),0.0,0.0,29
Audi,2016,A6 quattro,Automatic (S8),0.0,0.0,29
Audi,2016,A6 quattro,Automatic (S8),0.0,0.0,38
Audi,2016,A6,Automatic (AM-S7),0.0,0.0,34
Audi,2016,A7 quattro,Automatic (S8),0.0,0.0,38
Audi,2016,S7,Automatic (AM-S7),0.0,0.0,27
Audi,2016,S6,Automatic (AM-S7),0.0,0.0,27
Audi,2016,A6 quattro,Automatic (S8),0.0,0.0,32
Audi,2016,RS 7,Automatic (S8),0.0,0.0,25
Audi,2016,A8 L,Automatic (S8),0.0,0.0,29
Audi,2016,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2016,A5 quattro,Automatic (S8),0.0,0.0,30
Audi,2016,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2016,A3,Automatic (AM-S6),0.0,0.0,33
Audi,2016,A3 Cabriolet,Automatic (AM-S6),0.0,0.0,35
Audi,2016,A3 quattro,Automatic (AM-S6),0.0,0.0,33
Audi,2016,A3 Cabriolet quattro,Automatic (AM-S6),0.0,0.0,32
Audi,2016,S5,Automatic (AM-S7),0.0,0.0,28
Audi,2016,S5 Cabriolet,Automatic (AM-S7),0.0,0.0,26
Audi,2016,S5,Manual 6-spd,0.0,0.0,26
Audi,2016,A5 quattro,Manual 6-spd,0.0,0.0,32
Audi,2016,TTS Coupe,Automatic (AM-S6),0.0,0.0,27
Audi,2016,S3,Automatic (AM-S6),0.0,0.0,31
Audi,2016,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2016,A4 quattro,Automatic (S8),0.0,0.0,30
Audi,2016,S4,Automatic (AM-S7),0.0,0.0,28
Audi,2016,S4,Manual 6-spd,0.0,0.0,26
Audi,2016,A4 quattro,Manual 6-spd,0.0,0.0,32
Audi,2016,A4,Automatic (AV-S8),0.0,0.0,31
Audi,2016,Q3,Automatic (S8),0.0,0.0,28
Audi,2016,Q3 quattro,Automatic (S8),0.0,0.0,28
Audi,2016,A8 L,Automatic (S8),0.0,0.0,29
Audi,2016,A8 L,Automatic (S8),0.0,0.0,36
Audi,2016,allroad quattro,Automatic (S8),0.0,0.0,28
Audi,2016,Q5,Automatic (S8),0.0,0.0,30
Audi,2016,Q5,Automatic (S8),0.0,0.0,27
Audi,2016,Q5,Automatic (S8),0.0,0.0,26
Audi,2016,SQ5,Automatic (S8),0.0,0.0,24
Audi,2016,Q5 Hybrid,Automatic (S8),0.0,0.0,30
Audi,2016,A8 L,Automatic (S8),0.0,0.0,22
Audi,2016,A3 e-tron,Automatic (AM-S6),0.0,0.0,37
Audi,2016,A3 e-tron ultra,Automatic (AM-S6),0.0,0.0,41
Audi,2016,S8,Automatic (S8),0.0,0.0,25
Audi,2017,Q7,Automatic (S8),0.0,0.0,25
Audi,2017,R8,Automatic (AM-S7),0.0,0.0,22
Audi,2017,R8 Spyder,Automatic (AM-S7),0.0,0.0,22
Audi,2017,A4 quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2017,A4,Automatic (AM-S7),0.0,0.0,33
Audi,2017,A5 quattro,Automatic (S8),0.0,0.0,30
Audi,2017,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2017,A6 quattro,Automatic (S8),0.0,0.0,29
Audi,2017,A7 quattro,Automatic (S8),0.0,0.0,29
Audi,2017,S7,Automatic (AM-S7),0.0,0.0,27
Audi,2017,RS 7,Automatic (S8),0.0,0.0,25
Audi,2017,A8 L,Automatic (S8),0.0,0.0,29
Audi,2017,A8 L,Automatic (S8),0.0,0.0,29
Audi,2017,Q5,Automatic (S8),0.0,0.0,27
Audi,2017,A5 quattro,Manual 6-spd,0.0,0.0,32
Audi,2017,S5,Automatic (AM-S7),0.0,0.0,28
Audi,2017,S5 Cabriolet,Automatic (AM-S7),0.0,0.0,26
Audi,2017,S5,Manual 6-spd,0.0,0.0,26
Audi,2017,S8,Automatic (S8),0.0,0.0,24
Audi,2017,S6,Automatic (AM-S7),0.0,0.0,27
Audi,2017,Q5,Automatic (S8),0.0,0.0,26
Audi,2017,SQ5,Automatic (S8),0.0,0.0,24
Audi,2017,S3,Automatic (AM-S6),0.0,0.0,28
Audi,2017,Q3,Automatic (S6),0.0,0.0,28
Audi,2017,TTS Coupe,Automatic (AM-S6),0.0,0.0,27
Audi,2017,Q3 quattro,Automatic (S6),0.0,0.0,28
Audi,2017,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2017,A3 quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2017,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2017,A4 Ultra,Automatic (AM-S7),0.0,0.0,37
Audi,2017,A6 quattro,Automatic (S8),0.0,0.0,31
Audi,2017,A6,Automatic (AM-S7),0.0,0.0,34
Audi,2017,A4 allroad quattro,Automatic (AM-S7),0.0,0.0,28
Audi,2017,A3 Cabriolet quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2017,A3 e-tron,Automatic (AM-S6),0.0,0.0,36
Audi,2017,A3,Automatic (AM-S7),0.0,0.0,35
Audi,2017,A3 Cabriolet,Automatic (AM-S7),0.0,0.0,34
Audi,2017,Q7,Automatic (S8),0.0,0.0,25
Audi,2017,A4 quattro,Manual 6-spd,0.0,0.0,33
Audi,2017,RS 3,Automatic (AM-S7),0.0,0.0,28
Audi,2018,A5 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2018,A5 quattro,Manual 6-spd,0.0,0.0,33
Audi,2018,A4 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2018,A4 quattro,Manual 6-spd,0.0,0.0,33
Audi,2018,A5 Sportback quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2018,Q5,Automatic (S7),0.0,0.0,27
Audi,2018,A5 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2018,S5,Automatic (AM-S8),0.0,0.0,30
Audi,2018,S5 Cabriolet,Automatic (AM-S8),0.0,0.0,29
Audi,2018,S4,Automatic (AM-S8),0.0,0.0,30
Audi,2018,S5 Sportback,Automatic (AM-S8),0.0,0.0,30
Audi,2018,SQ5,Automatic (AM-S8),0.0,0.0,24
Audi,2018,A6 quattro,Automatic (S8),0.0,0.0,31
Audi,2018,A6,Automatic (AM-S7),0.0,0.0,34
Audi,2018,Q3 quattro,Automatic (S6),0.0,0.0,28
Audi,2018,Q3,Automatic (S6),0.0,0.0,28
Audi,2018,allroad quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2018,RS 3,Automatic (AM-S7),0.0,0.0,28
Audi,2018,TT RS,Automatic (AM-S7),0.0,0.0,29
Audi,2018,A3,Automatic (AM-S7),0.0,0.0,35
Audi,2018,A3 Cabriolet,Automatic (AM-S7),0.0,0.0,33
Audi,2018,Q7,Automatic (S8),0.0,0.0,25
Audi,2018,TTS Coupe,Automatic (AM-S6),0.0,0.0,27
Audi,2018,S3,Automatic (AM-S7),0.0,0.0,28
Audi,2018,A6 quattro,Automatic (S8),0.0,0.0,29
Audi,2018,A7 quattro,Automatic (S8),0.0,0.0,29
Audi,2018,A8 L,Automatic (S8),0.0,0.0,29
Audi,2018,Q7,Automatic (S8),0.0,0.0,25
Audi,2018,A3 Cabriolet quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2018,TT Roadster quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2018,TT Coupe quattro,Automatic (AM-S6),0.0,0.0,30
Audi,2018,A3 quattro,Automatic (AM-S6),0.0,0.0,31
Audi,2018,A4 Ultra,Automatic (AM-S7),0.0,0.0,37
Audi,2018,S6,Automatic (AM-S7),0.0,0.0,24
Audi,2018,S7,Automatic (AM-S7),0.0,0.0,24
Audi,2018,S8,Automatic (S8),0.0,0.0,24
Audi,2018,A8 L,Automatic (S8),0.0,0.0,26
Audi,2018,RS 7,Automatic (S8),0.0,0.0,24
Audi,2018,R8 AWD,Automatic (AM-S7),0.0,0.0,22
Audi,2018,R8 Spyder AWD,Automatic (AM-S7),0.0,0.0,22
Audi,2018,R8 RWD,Automatic (AM-S7),0.0,0.0,25
Audi,2018,R8 Spyder RWD,Automatic (AM-S7),0.0,0.0,25
Audi,2018,RS 5,Automatic (AM-S8),0.0,0.0,26
Audi,2018,A3 e-tron,Automatic (AM-S6),0.0,0.0,39
Audi,2019,Q7,Automatic (S8),0.0,0.0,25
Audi,2019,A5 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2019,A5 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2019,A4 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2019,A5 Sportback quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2019,Q8,Automatic (S8),0.0,0.0,22
Audi,2019,A8 L,Automatic (S8),0.0,0.0,27
Audi,2019,Q7,Automatic (S8),0.0,0.0,25
Audi,2019,S5,Automatic (S8),0.0,0.0,30
Audi,2019,S5 Cabriolet,Automatic (S8),0.0,0.0,29
Audi,2019,RS 5,Automatic (S8),0.0,0.0,27
Audi,2019,S3,Automatic (AM-S7),0.0,0.0,29
Audi,2019,S4,Automatic (S8),0.0,0.0,30
Audi,2019,S5 Sportback,Automatic (S8),0.0,0.0,30
Audi,2019,A7 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2019,A6 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2019,RS 5 Sportback,Automatic (S8),0.0,0.0,26
Audi,2019,SQ5,Automatic (S8),0.0,0.0,24
Audi,2019,Q5,Automatic (S7),0.0,0.0,27
Audi,2019,A4,Automatic (AM-S7),0.0,0.0,34
Audi,2019,TT Roadster quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2019,TT Coupe quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2019,A3,Automatic (AM-S7),0.0,0.0,35
Audi,2019,A3 Cabriolet,Automatic (AM-S7),0.0,0.0,35
Audi,2019,A3 quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2019,A3 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2019,TTS Coupe,Automatic (AM-S7),0.0,0.0,29
Audi,2019,e-tron,Automatic (A1),205.4,202.9,73
Audi,2019,Q3 quattro,Automatic (S8),0.0,0.0,27
Audi,2019,RS 3,Automatic (AM-S7),0.0,0.0,28
Audi,2019,TT RS,Automatic (AM-S7),0.0,0.0,28
Audi,2019,A4 allroad quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2019,A6 quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2019,A8 L,Automatic (S8),0.0,0.0,23
Audi,2020,R8 AWD,Automatic (AM-S7),0.0,0.0,20
Audi,2020,R8 Spyder AWD,Automatic (AM-S7),0.0,0.0,20
Audi,2020,TT Roadster quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2020,A3 quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2020,A3 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2020,TT Coupe quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2020,S3,Automatic (AM-S7),0.0,0.0,29
Audi,2020,TTS Coupe,Automatic (AM-S7),0.0,0.0,29
Audi,2020,A6 quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2020,Q3 quattro,Automatic (S8),0.0,0.0,27
Audi,2020,Q5,Automatic (S7),0.0,0.0,28
Audi,2020,A3,Automatic (AM-S7),0.0,0.0,36
Audi,2020,S5,Automatic (S8),0.0,0.0,27
Audi,2020,S5 Cabriolet,Automatic (S8),0.0,0.0,26
Audi,2020,A4,Automatic (AM-S7),0.0,0.0,35
Audi,2020,S4,Automatic (S8),0.0,0.0,27
Audi,2020,S5 Sportback,Automatic (S8),0.0,0.0,27
Audi,2020,S6,Automatic (S8),0.0,0.0,28
Audi,2020,S7,Automatic (S8),0.0,0.0,28
Audi,2020,S8,Automatic (S8),0.0,0.0,22
Audi,2020,A8 L,Automatic (S8),0.0,0.0,23
Audi,2020,SQ5,Automatic (S8),0.0,0.0,23
Audi,2020,A6 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2020,A7 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2020,A6 Allroad,Automatic (AM-S7),0.0,0.0,26
Audi,2020,RS3,Automatic (AM-S7),0.0,0.0,28
Audi,2020,TT RS,Automatic (AM-S7),0.0,0.0,29
Audi,2020,A8 L,Automatic (S8),0.0,0.0,26
Audi,2020,Q7,Automatic (S8),0.0,0.0,21
Audi,2020,Q8,Automatic (S8),0.0,0.0,21
Audi,2020,A5 quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2020,A5 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2020,A4 quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2020,A5 Sportback quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2020,A4 allroad quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2020,A8 L,Automatic (S8),0.0,0.0,27
Audi,2020,Q5,Automatic (AM-S7),0.0,0.0,29
Audi,2020,RS Q8,Automatic (S8),0.0,0.0,19
Audi,2020,SQ7,Automatic (S8),0.0,0.0,21
Audi,2020,SQ8,Automatic (S8),0.0,0.0,21
Audi,2020,Q7,Automatic (S8),0.0,0.0,23
Audi,2020,e-tron Sportback,Automatic (A1),215.9,221.5,78
Audi,2021,S7,Automatic (S8),0.0,0.0,28
Audi,2021,S6,Automatic (S8),0.0,0.0,28
Audi,2021,SQ5,Automatic (S8),0.0,0.0,24
Audi,2021,R8,Automatic (AM-S7),0.0,0.0,20
Audi,2021,R8 Spyder,Automatic (AM-S7),0.0,0.0,20
Audi,2021,RS 5,Automatic (S8),0.0,0.0,25
Audi,2021,A6 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2021,A7 quattro,Automatic (AM-S7),0.0,0.0,29
Audi,2021,RS 5 Sportback,Automatic (S8),0.0,0.0,25
Audi,2021,A8 L,Automatic (S8),0.0,0.0,26
Audi,2021,A6 Allroad,Automatic (AM-S7),0.0,0.0,26
Audi,2021,S5,Automatic (S8),0.0,0.0,28
Audi,2021,S5 Cabriolet,Automatic (S8),0.0,0.0,26
Audi,2021,S4,Automatic (S8),0.0,0.0,28
Audi,2021,S5 Sportback,Automatic (S8),0.0,0.0,28
Audi,2021,RS 7,Automatic (S8),0.0,0.0,22
Audi,2021,A8 L,Automatic (S8),0.0,0.0,23
Audi,2021,S8,Automatic (S8),0.0,0.0,22
Audi,2021,RS 6 Avant,Automatic (S8),0.0,0.0,22
Audi,2021,Q3 S-line quattro,Automatic (S8),0.0,0.0,28
Audi,2021,Q7,Automatic (S8),0.0,0.0,23
Audi,2021,RS Q8,Automatic (S8),0.0,0.0,19
Audi,2021,Q7,Automatic (S8),0.0,0.0,23
Audi,2021,Q8,Automatic (S8),0.0,0.0,23
Audi,2021,SQ7,Automatic (S8),0.0,0.0,21
Audi,2021,SQ8,Automatic (S8),0.0,0.0,21
Audi,2021,A8 L,Automatic (S8),0.0,0.0,26
Audi,2021,A6 quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,A7 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2021,A5 quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,A5 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,A4 S line quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,A5 Sportback S line quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,A4 allroad quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2021,Q5,Automatic (AM-S7),0.0,0.0,28
Audi,2021,Q3 quattro,Automatic (S8),0.0,0.0,30
Audi,2021,R8 2WD,Automatic (AM-S7),0.0,0.0,23
Audi,2021,R8 Spyder 2WD,Automatic (AM-S7),0.0,0.0,23
Audi,2021,TT Roadster quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,TT Coupe quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2021,TT RS,Automatic (AM-S7),0.0,0.0,30
Audi,2021,A4 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2021,A5 Sportback quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2021,Q5,Automatic (AM-S7),0.0,0.0,29
Audi,2021,TTS Coupe,Automatic (AM-S7),0.0,0.0,29
Audi,2021,e-tron,Automatic (A1),222.74,221.9408,77
Audi,2021,e-tron Sportback,Automatic (A1),215.9764,221.4746,78
Audi,2021,Q5 Sportback,Automatic (AM-S7),0.0,0.0,28
Audi,2021,SQ5 Sportback,Automatic (S8),0.0,0.0,24
Audi,2022,R8 Coupe,Automatic (AM-S7),0.0,0.0,19
Audi,2022,R8 Spyder,Automatic (AM-S7),0.0,0.0,19
Audi,2022,R8 Coupe RWD,Automatic (AM-S7),0.0,0.0,23
Audi,2022,R8 Spyder RWD,Automatic (AM-S7),0.0,0.0,23
Audi,2022,TT Roadster quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2022,A5 Coupe quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2022,A5 Cabriolet quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2022,RS 5 Coupe,Automatic (S8),0.0,0.0,25
Audi,2022,TT Coupe quattro,Automatic (AM-S7),0.0,0.0,30
Audi,2022,S5 Coupe,Automatic (S8),0.0,0.0,30
Audi,2022,S5 Cabriolet,Automatic (S8),0.0,0.0,28
Audi,2022,A4 quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2022,A4 S line quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2022,S4,Automatic (S8),0.0,0.0,30
Audi,2022,A5 Sportback quattro,Automatic (AM-S7),0.0,0.0,34
Audi,2022,A6 quattro,Automatic (AM-S7),0.0,0.0,32
Audi,2022,A5 Sportback S line quattro,Automatic (AM-S7),0.0,0.0,31
Audi,2022,RS 7,Automatic (S8),0.0,0.0,22
Audi,2022,RS 5 Sportback,Automatic (S8),0.0,0.0,25
Audi,2022,S5 Sportback,Automatic (S8),0.0,0.0,30
Audi,2022,A6 quattro,Automatic (AM-S7),0.0,0.0,30
