make,year,model,trany,rangeCity,rangeHwy,highway08
Hyundai,2016,Santa Fe Sport Ultimate FWD,Automatic (S6),0.0,0.0,26
Hyundai,2016,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,25
Hyundai,2016,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,24
Hyundai,2016,Tucson FWD,Automatic (S6),0.0,0.0,30
Hyundai,2016,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2016,Accent,Automatic (S6),0.0,0.0,36
Hyundai,2016,Accent,Manual 6-spd,0.0,0.0,37
Hyundai,2016,Azera Limited,Automatic (S6),0.0,0.0,28
Hyundai,2016,Azera,Automatic (S6),0.0,0.0,28
Hyundai,2016,Santa Fe Ultimate FWD,Automatic (S6),0.0,0.0,23
Hyundai,2016,Santa Fe FWD,Automatic (S6),0.0,0.0,25
Hyundai,2016,Santa Fe Ultimate AWD,Automatic (S6),0.0,0.0,22
Hyundai,2016,Santa Fe AWD,Automatic (S6),0.0,0.0,24
Hyundai,2016,Tucson FWD,Automatic (AM7),0.0,0.0,30
Hyundai,2016,Tucson Eco FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2016,Tucson AWD,Automatic (AM7),0.0,0.0,28
Hyundai,2016,Tucson Eco AWD,Automatic (AM7),0.0,0.0,30
Hyundai,2016,Genesis Coupe,Automatic (S8),0.0,0.0,25
Hyundai,2016,Sonata,Automatic (S6),0.0,0.0,31
Hyundai,2016,Sonata Limited,Automatic (S6),0.0,0.0,30
Hyundai,2016,Sonata,Automatic (S6),0.0,0.0,36
Hyundai,2016,Sonata Sport Limited,Automatic (S6),0.0,0.0,35
Hyundai,2016,Sonata,Automatic (AM7),0.0,0.0,36
Hyundai,2016,Genesis AWD,Automatic (S8),0.0,0.0,25
Hyundai,2016,Genesis RWD,Automatic (S8),0.0,0.0,28
Hyundai,2016,Genesis Coupe,Manual 6-spd,0.0,0.0,24
Hyundai,2016,Sonata Plug-in Hybrid,Automatic (AM6),0.0,0.0,41
Hyundai,2016,Genesis RWD,Automatic (S8),0.0,0.0,23
Hyundai,2017,Santa Fe Sport FWD,Automatic (S6),0.0,0.0,28
Hyundai,2017,Santa Fe Sport Ultimate FWD,Automatic (S6),0.0,0.0,27
Hyundai,2017,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,26
Hyundai,2017,Santa Fe Sport Ultimate AWD,Automatic (S6),0.0,0.0,24
Hyundai,2017,Elantra SE,Automatic (S6),0.0,0.0,38
Hyundai,2017,Elantra,Automatic (S6),0.0,0.0,37
Hyundai,2017,Elantra,Manual 6-spd,0.0,0.0,36
Hyundai,2017,Santa Fe FWD,Automatic (S6),0.0,0.0,25
Hyundai,2017,Santa Fe Ultimate FWD,Automatic (S6),0.0,0.0,23
Hyundai,2017,Santa Fe AWD,Automatic (S6),0.0,0.0,24
Hyundai,2017,Santa Fe Ultimate AWD,Automatic (S6),0.0,0.0,22
Hyundai,2017,Santa Fe Sport FWD,Automatic (S6),0.0,0.0,27
Hyundai,2017,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,26
Hyundai,2017,Elantra GT,Manual 6-spd,0.0,0.0,32
Hyundai,2017,Elantra GT,Automatic (S6),0.0,0.0,32
Hyundai,2017,Elantra,Automatic (AM7),0.0,0.0,40
Hyundai,2017,Sonata Limited,Automatic (S6),0.0,0.0,30
Hyundai,2017,Sonata,Automatic (S6),0.0,0.0,36
Hyundai,2017,Sonata Sport Limited,Automatic (S6),0.0,0.0,35
Hyundai,2017,Sonata,Automatic (AM7),0.0,0.0,36
Hyundai,2017,Sonata,Automatic (S6),0.0,0.0,31
Hyundai,2017,Accent,Automatic (S6),0.0,0.0,36
Hyundai,2017,Accent,Manual 6-spd,0.0,0.0,37
Hyundai,2017,Sonata Hybrid SE,Automatic (AM6),0.0,0.0,45
Hyundai,2017,Sonata Hybrid,Automatic (AM6),0.0,0.0,43
Hyundai,2017,Tucson FWD,Automatic (S6),0.0,0.0,30
Hyundai,2017,Tucson FWD,Automatic (AM7),0.0,0.0,30
Hyundai,2017,Tucson Eco FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2017,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2017,Tucson AWD,Automatic (AM7),0.0,0.0,28
Hyundai,2017,Tucson Eco AWD,Automatic (AM7),0.0,0.0,30
Hyundai,2017,Azera Limited,Automatic (S6),0.0,0.0,28
Hyundai,2017,Azera,Automatic (S6),0.0,0.0,28
Hyundai,2017,Veloster,Automatic (AM7),0.0,0.0,32
Hyundai,2017,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2017,Sonata Plug-in Hybrid,Automatic (AM6),0.0,0.0,40
Hyundai,2017,Veloster,Automatic (AM6),0.0,0.0,35
Hyundai,2017,Veloster,Manual 6-spd,0.0,0.0,34
Hyundai,2017,Elantra,Automatic (AM7),0.0,0.0,33
Hyundai,2017,Elantra,Manual 6-spd,0.0,0.0,30
Hyundai,2017,Ioniq Electric,Automatic (A1),135.4,110.0,122
Hyundai,2017,Ioniq,Automatic (AM6),0.0,0.0,54
Hyundai,2017,Ioniq Blue,Automatic (AM6),0.0,0.0,59
Hyundai,2018,Sonata,Automatic (S6),0.0,0.0,35
Hyundai,2018,Sonata SE,Automatic (S6),0.0,0.0,36
Hyundai,2018,Santa Fe Sport FWD,Automatic (S6),0.0,0.0,28
Hyundai,2018,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,26
Hyundai,2018,Elantra,Automatic (S6),0.0,0.0,37
Hyundai,2018,Elantra,Manual 6-spd,0.0,0.0,36
Hyundai,2018,Elantra SE,Automatic (S6),0.0,0.0,38
Hyundai,2018,Santa Fe Sport FWD,Automatic (S6),0.0,0.0,27
Hyundai,2018,Santa Fe Sport Ultimate FWD,Automatic (S6),0.0,0.0,27
Hyundai,2018,Santa Fe Sport AWD,Automatic (S6),0.0,0.0,26
Hyundai,2018,Santa Fe Sport Ultimate AWD,Automatic (S6),0.0,0.0,24
Hyundai,2018,Sonata,Automatic (S8),0.0,0.0,32
Hyundai,2018,Santa Fe FWD,Automatic (S6),0.0,0.0,25
Hyundai,2018,Santa Fe Ultimate FWD,Automatic (S6),0.0,0.0,23
Hyundai,2018,Santa Fe AWD,Automatic (S6),0.0,0.0,24
Hyundai,2018,Santa Fe Ultimate AWD,Automatic (S6),0.0,0.0,22
Hyundai,2018,Elantra GT,Automatic (S6),0.0,0.0,32
Hyundai,2018,Elantra GT,Manual 6-spd,0.0,0.0,31
Hyundai,2018,Elantra GT,Automatic (AM7),0.0,0.0,32
Hyundai,2018,Elantra GT,Manual 6-spd,0.0,0.0,29
Hyundai,2018,Elantra,Automatic (AM7),0.0,0.0,33
Hyundai,2018,Elantra,Manual 6-spd,0.0,0.0,30
Hyundai,2018,Elantra,Automatic (AM7),0.0,0.0,40
Hyundai,2018,Sonata,Automatic (AM7),0.0,0.0,37
Hyundai,2018,Accent,Automatic (S6),0.0,0.0,38
Hyundai,2018,Accent,Manual 6-spd,0.0,0.0,37
Hyundai,2018,Ioniq Blue,Automatic (AM6),0.0,0.0,59
Hyundai,2018,Ioniq,Automatic (AM6),0.0,0.0,54
Hyundai,2018,Tucson AWD,Automatic (AM7),0.0,0.0,28
Hyundai,2018,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2018,Ioniq Electric,Automatic (A1),135.4,110.0,122
Hyundai,2018,Tucson FWD,Automatic (AM7),0.0,0.0,30
Hyundai,2018,Tucson FWD,Automatic (S6),0.0,0.0,30
Hyundai,2018,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2018,Tucson AWD,Automatic (S6),0.0,0.0,25
Hyundai,2018,Ioniq Plug-in Hybrid,Automatic (AM6),0.0,0.0,52
Hyundai,2018,Kona FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2018,Kona FWD,Automatic (S6),0.0,0.0,33
Hyundai,2018,Kona AWD,Automatic (AM7),0.0,0.0,29
Hyundai,2018,Kona AWD,Automatic (S6),0.0,0.0,30
Hyundai,2018,Sonata Hybrid,Automatic (AM6),0.0,0.0,44
Hyundai,2018,Sonata Hybrid SE,Automatic (AM6),0.0,0.0,46
Hyundai,2018,Sonata Plug-in Hybrid,Automatic (AM6),0.0,0.0,42
Hyundai,2019,Veloster,Automatic (S6),0.0,0.0,34
Hyundai,2019,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2019,Veloster,Automatic (AM7),0.0,0.0,34
Hyundai,2019,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2019,Santa Fe XL FWD,Automatic (S6),0.0,0.0,25
Hyundai,2019,Santa Fe XL Ultimate FWD,Automatic (S6),0.0,0.0,23
Hyundai,2019,Santa Fe XL AWD,Automatic (S6),0.0,0.0,24
Hyundai,2019,Santa Fe XL Ultimate AWD,Automatic (S6),0.0,0.0,22
Hyundai,2019,Santa Fe FWD,Automatic (S8),0.0,0.0,29
Hyundai,2019,Kona FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2019,Santa Fe AWD,Automatic (S8),0.0,0.0,27
Hyundai,2019,Kona AWD,Automatic (AM7),0.0,0.0,29
Hyundai,2019,Accent,Automatic (S6),0.0,0.0,38
Hyundai,2019,Accent,Manual 6-spd,0.0,0.0,37
Hyundai,2019,Elantra SE,Automatic (S6),0.0,0.0,38
Hyundai,2019,Elantra,Automatic (S6),0.0,0.0,37
Hyundai,2019,Elantra,Manual 6-spd,0.0,0.0,36
Hyundai,2019,Ioniq Electric,Automatic (A1),135.4,110.0,122
Hyundai,2019,Santa Fe FWD,Automatic (S8),0.0,0.0,25
Hyundai,2019,Santa Fe AWD,Automatic (S8),0.0,0.0,24
Hyundai,2019,Kona FWD,Automatic (S6),0.0,0.0,33
Hyundai,2019,Kona AWD,Automatic (S6),0.0,0.0,30
Hyundai,2019,Sonata,Automatic (S6),0.0,0.0,33
Hyundai,2019,Sonata SE,Automatic (S6),0.0,0.0,35
Hyundai,2019,Sonata,Automatic (S8),0.0,0.0,32
Hyundai,2019,Sonata,Automatic (AM7),0.0,0.0,37
Hyundai,2019,Ioniq,Automatic (AM6),0.0,0.0,54
Hyundai,2019,Ioniq Blue,Automatic (AM6),0.0,0.0,59
Hyundai,2019,Kona Electric,Automatic (A1),284.1242,226.0235,108
Hyundai,2019,Veloster N,Manual 6-spd,0.0,0.0,28
Hyundai,2019,Elantra,Automatic (AM7),0.0,0.0,40
Hyundai,2019,Ioniq Plug-in Hybrid,Automatic (AM6),0.0,0.0,52
Hyundai,2019,Tucson FWD,Automatic (S6),0.0,0.0,30
Hyundai,2019,Tucson AWD,Automatic (S6),0.0,0.0,25
Hyundai,2019,Elantra GT,Automatic (S6),0.0,0.0,32
Hyundai,2019,Elantra GT,Automatic (AM7),0.0,0.0,32
Hyundai,2019,Elantra GT,Manual 6-spd,0.0,0.0,30
Hyundai,2019,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2019,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2019,Elantra,Automatic (AM7),0.0,0.0,33
Hyundai,2019,Elantra,Manual 6-spd,0.0,0.0,30
Hyundai,2019,Sonata Hybrid,Automatic (AM6),0.0,0.0,44
Hyundai,2019,Sonata Hybrid SE,Automatic (AM6),0.0,0.0,46
Hyundai,2019,Sonata Plug-in Hybrid,Automatic (AM6),0.0,0.0,42
Hyundai,2020,Palisade AWD,Automatic (S8),0.0,0.0,24
Hyundai,2020,Elantra,Automatic (variable gear ratios),0.0,0.0,40
Hyundai,2020,Elantra SE,Automatic (variable gear ratios),0.0,0.0,41
Hyundai,2020,Veloster,Automatic (S6),0.0,0.0,34
Hyundai,2020,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2020,Veloster,Automatic (AM7),0.0,0.0,34
Hyundai,2020,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2020,Veloster N,Manual 6-spd,0.0,0.0,29
Hyundai,2020,Palisade FWD,Automatic (S8),0.0,0.0,26
Hyundai,2020,Accent,Automatic (variable gear ratios),0.0,0.0,41
Hyundai,2020,Accent,Manual 6-spd,0.0,0.0,39
Hyundai,2020,Elantra,Automatic (AM7),0.0,0.0,41
Hyundai,2020,Kona AWD,Automatic (AM7),0.0,0.0,29
Hyundai,2020,Kona FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2020,Kona FWD,Automatic (S6),0.0,0.0,33
Hyundai,2020,Kona AWD,Automatic (S6),0.0,0.0,30
Hyundai,2020,Elantra,Manual 6-spd,0.0,0.0,37
Hyundai,2020,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2020,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2020,Tucson AWD,Automatic (S6),0.0,0.0,25
Hyundai,2020,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2020,Elantra,Automatic (AM7),0.0,0.0,33
Hyundai,2020,Santa Fe FWD,Automatic (S8),0.0,0.0,27
Hyundai,2020,Santa Fe FWD,Automatic (S8),0.0,0.0,29
Hyundai,2020,Santa Fe AWD,Automatic (S8),0.0,0.0,26
Hyundai,2020,Santa Fe AWD,Automatic (S8),0.0,0.0,27
Hyundai,2020,Elantra GT,Automatic (S6),0.0,0.0,32
Hyundai,2020,Elantra GT,Automatic (AM-S7),0.0,0.0,32
Hyundai,2020,Elantra GT,Manual 6-spd,0.0,0.0,30
Hyundai,2020,Kona Electric,Automatic (A1),284.1242,226.0235,108
Hyundai,2020,Venue,Automatic (variable gear ratios),0.0,0.0,34
Hyundai,2020,Venue,Manual 6-spd,0.0,0.0,35
Hyundai,2020,Ioniq,Automatic (AM6),0.0,0.0,54
Hyundai,2020,Ioniq Blue,Automatic (AM6),0.0,0.0,59
Hyundai,2020,Sonata,Automatic (S8),0.0,0.0,37
Hyundai,2020,Sonata,Automatic (S8),0.0,0.0,38
Hyundai,2020,Sonata,Automatic (S8),0.0,0.0,36
Hyundai,2020,Ioniq Electric,Automatic (A1),183.8,153.3,121
Hyundai,2020,Ioniq Plug-in Hybrid,Automatic (AM6),0.0,0.0,52
Hyundai,2020,Sonata Hybrid,Automatic (AM-S6),0.0,0.0,51
Hyundai,2020,Sonata Hybrid Blue,Automatic (AM-S6),0.0,0.0,54
Hyundai,2021,Veloster,Automatic (S6),0.0,0.0,34
Hyundai,2021,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2021,Veloster,Automatic (AM-S7),0.0,0.0,34
Hyundai,2021,Veloster,Manual 6-spd,0.0,0.0,33
Hyundai,2021,Kona FWD,Automatic (AM7),0.0,0.0,32
Hyundai,2021,Kona FWD,Automatic (S6),0.0,0.0,33
Hyundai,2021,Kona AWD,Automatic (AM7),0.0,0.0,29
Hyundai,2021,Kona AWD,Automatic (S6),0.0,0.0,30
Hyundai,2021,Palisade FWD,Automatic (S8),0.0,0.0,26
Hyundai,2021,Palisade AWD,Automatic (S8),0.0,0.0,24
Hyundai,2021,Accent,Automatic (AV-S1),0.0,0.0,41
Hyundai,2021,Accent,Manual 6-spd,0.0,0.0,39
Hyundai,2021,Venue,Automatic (AV-S1),0.0,0.0,33
Hyundai,2021,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2021,Tucson AWD,Automatic (S6),0.0,0.0,25
Hyundai,2021,Tucson AWD,Automatic (S6),0.0,0.0,26
Hyundai,2021,Sonata Hybrid,Automatic (AM-S6),0.0,0.0,51
Hyundai,2021,Sonata Hybrid Blue,Automatic (AM-S6),0.0,0.0,54
Hyundai,2021,Sonata,Automatic (S8),0.0,0.0,37
Hyundai,2021,Sonata,Automatic (S8),0.0,0.0,37
Hyundai,2021,Sonata,Automatic (S8),0.0,0.0,38
Hyundai,2021,Veloster N,Automatic (AM-S8),0.0,0.0,27
Hyundai,2021,Veloster N,Manual 6-spd,0.0,0.0,28
Hyundai,2021,Elantra,Automatic (AV-S1),0.0,0.0,41
Hyundai,2021,Elantra,Automatic (AV-S1),0.0,0.0,43
Hyundai,2021,Santa Fe FWD,Automatic (S8),0.0,0.0,28
Hyundai,2021,Santa Fe FWD,Automatic (AM-S8),0.0,0.0,28
Hyundai,2021,Santa Fe AWD,Automatic (S8),0.0,0.0,25
Hyundai,2021,Santa Fe AWD,Automatic (AM-S8),0.0,0.0,28
Hyundai,2021,Elantra,Automatic (AM-S7),0.0,0.0,36
Hyundai,2021,Elantra,Manual 6-spd,0.0,0.0,34
Hyundai,2021,Sonata,Automatic (AM-S8),0.0,0.0,33
Hyundai,2021,Ioniq,Automatic (AM-S6),0.0,0.0,56
Hyundai,2021,Ioniq Blue,Automatic (AM-S6),0.0,0.0,60
Hyundai,2021,Elantra Hybrid,Automatic (AM-S6),0.0,0.0,52
Hyundai,2021,Elantra Hybrid Blue,Automatic (AM-S6),0.0,0.0,56
Hyundai,2021,Tucson FWD,Automatic (S6),0.0,0.0,28
Hyundai,2021,Santa Fe Hybrid,Automatic (AM-S6),0.0,0.0,30
Hyundai,2021,Santa Fe Hybrid Blue,Automatic (AM-S6),0.0,0.0,31
Hyundai,2021,Ioniq Plug-in Hybrid,Automatic (AM-S6),0.0,0.0,51
Hyundai,2021,Kona Electric,Automatic (A1),0.0,0.0,108
Hyundai,2021,Ioniq Electric,Automatic (A1),183.8,153.3,121
Hyundai,2022,Tucson FWD,Automatic (S8),0.0,0.0,33
Hyundai,2022,Tucson AWD,Automatic (S8),0.0,0.0,29
Hyundai,2022,Kona FWD,Automatic (AM-S7),0.0,0.0,35
Hyundai,2022,Kona FWD,Automatic (AV-S1),0.0,0.0,35
Hyundai,2022,Kona AWD,Automatic (AM-S7),0.0,0.0,32
Hyundai,2022,Kona AWD,Automatic (AV-S1),0.0,0.0,33
Hyundai,2022,Tucson Hybrid,Automatic (AM-S6),0.0,0.0,36
Hyundai,2022,Tucson Hybrid Blue,Automatic (AM-S6),0.0,0.0,38
Hyundai,2022,Veloster N,Automatic (AM-S8),0.0,0.0,27
Hyundai,2022,Veloster N,Manual 6-spd,0.0,0.0,28
Hyundai,2022,Sonata Hybrid,Automatic (AM-S6),0.0,0.0,51
Hyundai,2022,Sonata Hybrid Blue,Automatic (AM-S6),0.0,0.0,54
Hyundai,2022,Palisade FWD,Automatic (S8),0.0,0.0,26
Hyundai,2022,Palisade AWD,Automatic (S8),0.0,0.0,24
Hyundai,2022,Elantra,Automatic (AV-S1),0.0,0.0,41
Hyundai,2022,Elantra,Automatic (AV-S1),0.0,0.0,43
Hyundai,2022,Elantra,Automatic (AM-S7),0.0,0.0,36
Hyundai,2022,Elantra,Manual 6-spd,0.0,0.0,34
Hyundai,2022,Sonata,Automatic (S8),0.0,0.0,37
Hyundai,2022,Sonata,Automatic (S8),0.0,0.0,37
Hyundai,2022,Sonata,Automatic (S8),0.0,0.0,38
Hyundai,2022,Sonata,Automatic (AM-S8),0.0,0.0,33
Hyundai,2022,Santa Cruz FWD,Automatic (S8),0.0,0.0,26
Hyundai,2022,Santa Cruz AWD,Automatic (S8),0.0,0.0,27
Hyundai,2022,Santa Cruz AWD,Automatic (AM-S8),0.0,0.0,27
Hyundai,2022,Santa Fe FWD,Automatic (S8),0.0,0.0,28
Hyundai,2022,Santa Fe FWD,Automatic (AM-S8),0.0,0.0,28
Hyundai,2022,Santa Fe AWD,Automatic (S8),0.0,0.0,25
Hyundai,2022,Santa Fe AWD,Automatic (AM-S8),0.0,0.0,28
Hyundai,2022,Santa Fe Hybrid,Automatic (AM-S6),0.0,0.0,30
Hyundai,2022,Santa Fe Hybrid Blue,Automatic (AM-S6),0.0,0.0,31
Hyundai,2022,Santa Fe Plug-in Hybrid,Automatic (AM-S6),0.0,0.0,32
Hyundai,2022,Elantra Hybrid,Automatic (AM-S6),0.0,0.0,52
Hyundai,2022,Elantra Hybrid Blue,Automatic (AM-S6),0.0,0.0,56
Hyundai,2022,Accent,Automatic (AV-S1),0.0,0.0,41
Hyundai,2022,Venue,Automatic (AV-S1),0.0,0.0,33
Hyundai,2022,Ioniq,Automatic (AM-S6),0.0,0.0,57
Hyundai,2022,Ioniq Blue,Automatic (AM-S6),0.0,0.0,60
Hyundai,2022,Ioniq Plug-in Hybrid,Automatic (AM-S6),0.0,0.0,51
Hyundai,2022,Tucson Plug-in Hybrid,Automatic (AM-S6),0.0,0.0,35
Hyundai,2022,Kona Electric,Automatic (A1),0.0,0.0,108
Hyundai,2022,Elantra N,Automatic (AM-S8),0.0,0.0,30
Hyundai,2022,Elantra N,Manual 6-spd,0.0,0.0,31
Hyundai,2022,Kona N,Automatic (AM-S8),0.0,0.0,27
Hyundai,2022,Ioniq 5 AWD (Long Range),Automatic (A1),0.0,0.0,87
Hyundai,2022,Ioniq 5 RWD (Long Range),Automatic (A1),0.0,0.0,98
Hyundai,2022,Ioniq 5 RWD (Standard Range),Automatic (A1),0.0,0.0,94
Infiniti,2010,QX56 2WD,Automatic 5-spd,0.0,0.0,18
Infiniti,2010,QX56 4WD,Automatic 5-spd,0.0,0.0,17
Infiniti,2010,M35,Automatic (S7),0.0,0.0,25
Infiniti,2010,M35x,Automatic (S5),0.0,0.0,22
Infiniti,2010,M45,Automatic (S5),0.0,0.0,21
Infiniti,2010,M45x,Automatic (S5),0.0,0.0,20
Infiniti,2010,EX35,Automatic (S5),0.0,0.0,24
Infiniti,2010,EX35 AWD,Automatic (S5),0.0,0.0,23
Infiniti,2010,FX35 RWD,Automatic (S7),0.0,0.0,23
Infiniti,2010,FX35 AWD,Automatic (S7),0.0,0.0,21
Infiniti,2010,FX50,Automatic (S7),0.0,0.0,20
Infiniti,2010,G37 Convertible,Manual 6-spd,0.0,0.0,24
Infiniti,2010,G37 Convertible,Automatic (S7),0.0,0.0,25
Infiniti,2010,G37 Coupe,Manual 6-spd,0.0,0.0,25
Infiniti,2010,G37 Coupe,Automatic (S7),0.0,0.0,27
Infiniti,2010,G37x Coupe,Automatic (S7),0.0,0.0,25
Infiniti,2010,G37,Manual 6-spd,0.0,0.0,25
Infiniti,2010,G37,Automatic (S7),0.0,0.0,27
Infiniti,2010,G37x,Automatic (S7),0.0,0.0,25
Infiniti,2011,M37,Automatic (S7),0.0,0.0,26
Infiniti,2011,M37x,Automatic (S7),0.0,0.0,24
Infiniti,2011,M56,Automatic (S7),0.0,0.0,25
Infiniti,2011,M56x,Automatic (S7),0.0,0.0,23
Infiniti,2011,QX56 2WD,Automatic (S7),0.0,0.0,20
Infiniti,2011,QX56 4WD,Automatic (S7),0.0,0.0,20
Infiniti,2011,G37 Coupe,Manual 6-spd,0.0,0.0,25
Infiniti,2011,G37 Coupe,Automatic (S7),0.0,0.0,26
Infiniti,2011,G37x Coupe,Automatic (S7),0.0,0.0,25
Infiniti,2011,G25,Automatic (S7),0.0,0.0,29
Infiniti,2011,G25x,Automatic (S7),0.0,0.0,27
Infiniti,2011,FX35 RWD,Automatic (S7),0.0,0.0,23
Infiniti,2011,FX35 AWD,Automatic (S7),0.0,0.0,21
Infiniti,2011,FX50 AWD,Automatic (S7),0.0,0.0,20
Infiniti,2011,EX35,Automatic (S7),0.0,0.0,24
Infiniti,2011,EX35 AWD,Automatic (S7),0.0,0.0,23
Infiniti,2011,G37 Convertible,Automatic (S7),0.0,0.0,25
Infiniti,2011,G37 Convertible,Manual 6-spd,0.0,0.0,24
Infiniti,2012,M35h,Automatic (S7),0.0,0.0,31
Infiniti,2012,M37,Automatic (S7),0.0,0.0,26
Infiniti,2012,M37x,Automatic (S7),0.0,0.0,24
Infiniti,2012,M56,Automatic (S7),0.0,0.0,24
Infiniti,2012,M56x,Automatic (S7),0.0,0.0,23
Infiniti,2012,EX35,Automatic (S7),0.0,0.0,24
Infiniti,2012,EX35 AWD,Automatic (S7),0.0,0.0,23
Infiniti,2012,QX56 2WD,Automatic (S7),0.0,0.0,20
Infiniti,2012,QX56 4WD,Automatic (S7),0.0,0.0,20
Infiniti,2012,G37 Convertible,Automatic (S7),0.0,0.0,25
Infiniti,2012,G37 Convertible,Manual 6-spd,0.0,0.0,24
Infiniti,2012,G37 Coupe,Manual 6-spd,0.0,0.0,25
Infiniti,2012,G37 Coupe,Automatic (S7),0.0,0.0,26
Infiniti,2012,G37x Coupe,Automatic (S7),0.0,0.0,25
Infiniti,2012,G37,Automatic (S7),0.0,0.0,26
Infiniti,2012,G37,Manual 6-spd,0.0,0.0,25
Infiniti,2012,G37x,Automatic (S7),0.0,0.0,25
Infiniti,2012,G25,Automatic (S7),0.0,0.0,29
Infiniti,2012,G25x,Automatic (S7),0.0,0.0,27
Infiniti,2012,FX35 RWD,Automatic (S7),0.0,0.0,23
Infiniti,2012,FX35 AWD,Automatic (S7),0.0,0.0,21
Infiniti,2012,FX50 AWD,Automatic (S7),0.0,0.0,20
Infiniti,2013,JX35 FWD,Automatic (AV-S6),0.0,0.0,24
Infiniti,2013,JX35 AWD,Automatic (AV-S6),0.0,0.0,23
Infiniti,2013,M37x,Automatic (S7),0.0,0.0,24
Infiniti,2013,G37 Convertible,Automatic (S7),0.0,0.0,25
Infiniti,2013,G37 Convertible,Manual 6-spd,0.0,0.0,24
Infiniti,2013,G37 Coupe,Manual 6-spd,0.0,0.0,25
Infiniti,2013,G37 Coupe,Automatic (S7),0.0,0.0,26
Infiniti,2013,G37x Coupe,Automatic (S7),0.0,0.0,25
Infiniti,2013,M56,Automatic (S7),0.0,0.0,24
Infiniti,2013,M56x,Automatic (S7),0.0,0.0,23
Infiniti,2013,M35h,Automatic (S7),0.0,0.0,31
Infiniti,2013,M37,Automatic (S7),0.0,0.0,26
Infiniti,2013,FX37 RWD,Automatic (S7),0.0,0.0,24
Infiniti,2013,FX50 AWD,Automatic (S7),0.0,0.0,20
Infiniti,2013,FX37 AWD,Automatic (S7),0.0,0.0,22
Infiniti,2013,G37,Automatic (S7),0.0,0.0,26
Infiniti,2013,G37,Manual 6-spd,0.0,0.0,25
Infiniti,2013,G37x,Automatic (S7),0.0,0.0,25
Infiniti,2013,EX37,Automatic (S7),0.0,0.0,25
Infiniti,2013,EX37 AWD,Automatic (S7),0.0,0.0,24
Infiniti,2013,QX56 2WD,Automatic (S7),0.0,0.0,20
Infiniti,2013,QX56 4WD,Automatic (S7),0.0,0.0,20
Infiniti,2014,QX70 RWD,Automatic (S7),0.0,0.0,24
Infiniti,2014,QX70 AWD,Automatic (S7),0.0,0.0,20
Infiniti,2014,QX70 AWD,Automatic (S7),0.0,0.0,22
Infiniti,2014,Q50a,Automatic (S7),0.0,0.0,29
Infiniti,2014,Q50,Automatic (S7),0.0,0.0,29
Infiniti,2014,Q50a AWD,Automatic (S7),0.0,0.0,27
Infiniti,2014,Q50 AWD,Automatic (S7),0.0,0.0,27
Infiniti,2014,QX60 FWD,Automatic (AV-S7),0.0,0.0,26
Infiniti,2014,QX60 AWD,Automatic (AV-S7),0.0,0.0,25
Infiniti,2014,QX80 2WD,Automatic (S7),0.0,0.0,20
Infiniti,2014,QX80 4WD,Automatic (S7),0.0,0.0,20
Infiniti,2014,Q50 Hybrid,Automatic (S7),0.0,0.0,36
Infiniti,2014,Q50S Hybrid,Automatic (S7),0.0,0.0,33
Infiniti,2014,Q50 Hybrid AWD,Automatic (S7),0.0,0.0,34
Infiniti,2014,Q50S Hybrid AWD,Automatic (S7),0.0,0.0,30
Infiniti,2014,Q60 AWD Coupe,Automatic (S7),0.0,0.0,25
Infiniti,2014,Q60 Convertible,Automatic (S7),0.0,0.0,25
Infiniti,2014,Q60 Convertible,Manual 6-spd,0.0,0.0,24
Infiniti,2014,Q60 Coupe,Automatic (S7),0.0,0.0,27
Infiniti,2014,Q60 Coupe,Manual 6-spd,0.0,0.0,25
Infiniti,2014,QX50,Automatic (S7),0.0,0.0,25
Infiniti,2014,QX50 AWD,Automatic (S7),0.0,0.0,24
Infiniti,2014,QX60 Hybrid FWD,Automatic (AV-S7),0.0,0.0,28
